,Unnamed: 0,ID,QuestType,verb,WhichQuestion,WhichAnswer,Group,goal,RT,N,ImageName,order,study,Value,logical,pragmatic,global,local
2457,3898,A1ZRK6K5JUPJAV,13,say,NoMod,MO,K,MS,6645.0,2,jack2.png,2.0,q_ms,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
2458,3899,A1ZRK6K5JUPJAV,14,say,NoMod,MS,K,MS,13060.5,2,queen2.png,2.0,q_ms,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
2459,3900,A1ZRK6K5JUPJAV,14,say,NoMod,MS,K,MS,13060.5,2,queen1.png,2.0,q_ms,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
2460,3901,A1ZRK6K5JUPJAV,15,say,NoMod,MA,K,MS,6524.0,2,king1.png,2.0,q_ms,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
2461,3902,A1ZRK6K5JUPJAV,15,say,NoMod,MA,K,MS,6524.0,2,king2.png,2.0,q_ms,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
2462,3903,A1ZRK6K5JUPJAV,16,say,NoMod,MF,K,MS,5526.0,2,face2.png,2.0,q_ms,Disagree,0.8333333333333334,0.16666666666666666,1.0,0.0
2463,3904,A1ZRK6K5JUPJAV,16,say,NoMod,MF,K,MS,5526.0,2,face1.png,2.0,q_ms,Disagree,0.8333333333333334,0.16666666666666666,1.0,0.0
2464,3905,A209V2VHLLQ59W,1,know,Mod,MO,N,MS,4945.0,2,eight1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2465,3906,A209V2VHLLQ59W,1,know,Mod,MO,N,MS,4945.0,2,eight2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2466,3907,A209V2VHLLQ59W,2,know,Mod,MS,N,MS,6471.0,2,six2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2467,3908,A209V2VHLLQ59W,2,know,Mod,MS,N,MS,6471.0,2,six1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2468,3909,A209V2VHLLQ59W,3,know,Mod,MA,N,MS,7680.5,2,four2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2469,3910,A209V2VHLLQ59W,3,know,Mod,MA,N,MS,7680.5,2,four1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2470,3911,A209V2VHLLQ59W,4,know,Mod,MF,N,MS,4359.5,2,red2.png,2.0,q_ms,Disagree,0.6666666666666666,0.3333333333333333,1.0,0.0
2471,3912,A209V2VHLLQ59W,4,know,Mod,MF,N,MS,4359.5,2,red1.png,2.0,q_ms,Disagree,0.6666666666666666,0.3333333333333333,1.0,0.0
2472,3913,A209V2VHLLQ59W,5,say,Mod,MO,N,MS,6260.5,2,black2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2473,3914,A209V2VHLLQ59W,5,say,Mod,MO,N,MS,6260.5,2,black1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2474,3915,A209V2VHLLQ59W,6,say,Mod,MS,N,MS,7464.5,2,spade1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2475,3916,A209V2VHLLQ59W,6,say,Mod,MS,N,MS,7464.5,2,spade2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2476,3917,A209V2VHLLQ59W,7,say,Mod,MA,N,MS,9804.5,2,club2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2477,3918,A209V2VHLLQ59W,7,say,Mod,MA,N,MS,9804.5,2,club1.png,2.0,q_ms,Disagree,0.6666666666666666,0.3333333333333333,1.0,0.0
2478,3919,A209V2VHLLQ59W,8,say,Mod,MF,N,MS,5372.0,2,diamond2.png,2.0,q_ms,Disagree,0.6666666666666666,0.3333333333333333,1.0,0.0
2479,3920,A209V2VHLLQ59W,8,say,Mod,MF,N,MS,5372.0,2,diamond1.png,2.0,q_ms,Disagree,0.6666666666666666,0.3333333333333333,1.0,0.0
2480,3921,A209V2VHLLQ59W,9,know,NoMod,MO,N,MS,5725.5,2,hearts2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2481,3922,A209V2VHLLQ59W,9,know,NoMod,MO,N,MS,5725.5,2,hearts1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2482,3923,A209V2VHLLQ59W,10,know,NoMod,MS,N,MS,8920.5,2,jack1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2483,3924,A209V2VHLLQ59W,10,know,NoMod,MS,N,MS,8920.5,2,jack2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2484,3925,A209V2VHLLQ59W,11,know,NoMod,MA,N,MS,9478.5,2,queen1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2485,3926,A209V2VHLLQ59W,11,know,NoMod,MA,N,MS,9478.5,2,queen2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2486,3927,A209V2VHLLQ59W,12,know,NoMod,MF,N,MS,7155.5,2,king2.png,2.0,q_ms,Disagree,0.6666666666666666,0.3333333333333333,1.0,0.0
2487,3928,A209V2VHLLQ59W,12,know,NoMod,MF,N,MS,7155.5,2,king1.png,2.0,q_ms,Disagree,0.6666666666666666,0.3333333333333333,1.0,0.0
2488,3929,A209V2VHLLQ59W,13,say,NoMod,MO,N,MS,3573.0,2,face2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2489,3930,A209V2VHLLQ59W,13,say,NoMod,MO,N,MS,3573.0,2,face1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2490,3931,A209V2VHLLQ59W,14,say,NoMod,MS,N,MS,6137.5,2,number2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2491,3932,A209V2VHLLQ59W,14,say,NoMod,MS,N,MS,6137.5,2,number1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2492,3933,A209V2VHLLQ59W,15,say,NoMod,MA,N,MS,7168.0,2,ace1.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2493,3934,A209V2VHLLQ59W,15,say,NoMod,MA,N,MS,7168.0,2,ace2.png,2.0,q_ms,Agree,0.6666666666666666,0.3333333333333333,1.0,0.0
2494,3935,A209V2VHLLQ59W,16,say,NoMod,MF,N,MS,7225.5,2,ten1.png,2.0,q_ms,Disagree,0.6666666666666666,0.3333333333333333,1.0,0.0
2495,3936,A209V2VHLLQ59W,16,say,NoMod,MF,N,MS,7225.5,2,ten2.png,2.0,q_ms,Disagree,0.6666666666666666,0.3333333333333333,1.0,0.0
2496,3937,A20SXG1DHDIDI7,1,know,Mod,MO,I,MS,6032.0,2,king1.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2497,3938,A20SXG1DHDIDI7,1,know,Mod,MO,I,MS,6032.0,2,king2.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2498,3939,A20SXG1DHDIDI7,2,know,Mod,MS,I,MS,9537.5,2,face1.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2499,3940,A20SXG1DHDIDI7,2,know,Mod,MS,I,MS,9537.5,2,face2.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2500,3941,A20SXG1DHDIDI7,3,know,Mod,MA,I,MS,8499.0,2,number2.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2501,3942,A20SXG1DHDIDI7,3,know,Mod,MA,I,MS,8499.0,2,number1.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2502,3943,A20SXG1DHDIDI7,4,know,Mod,MF,I,MS,6761.5,2,ace2.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2503,3944,A20SXG1DHDIDI7,4,know,Mod,MF,I,MS,6761.5,2,ace1.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2504,3945,A20SXG1DHDIDI7,5,say,Mod,MO,I,MS,14955.5,2,ten1.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2505,3946,A20SXG1DHDIDI7,5,say,Mod,MO,I,MS,14955.5,2,ten2.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2506,3947,A20SXG1DHDIDI7,6,say,Mod,MS,I,MS,13643.0,2,eight2.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2507,3948,A20SXG1DHDIDI7,6,say,Mod,MS,I,MS,13643.0,2,eight1.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2508,3949,A20SXG1DHDIDI7,7,say,Mod,MA,I,MS,8635.0,2,six1.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2509,3950,A20SXG1DHDIDI7,7,say,Mod,MA,I,MS,8635.0,2,six2.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2510,3951,A20SXG1DHDIDI7,8,say,Mod,MF,I,MS,10749.0,2,four1.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2511,3952,A20SXG1DHDIDI7,8,say,Mod,MF,I,MS,10749.0,2,four2.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2512,3953,A20SXG1DHDIDI7,9,know,NoMod,MO,I,MS,7819.5,2,red1.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2513,3954,A20SXG1DHDIDI7,9,know,NoMod,MO,I,MS,7819.5,2,red2.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2514,3955,A20SXG1DHDIDI7,10,know,NoMod,MS,I,MS,5932.0,2,black2.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2515,3956,A20SXG1DHDIDI7,10,know,NoMod,MS,I,MS,5932.0,2,black1.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2516,3957,A20SXG1DHDIDI7,11,know,NoMod,MA,I,MS,8248.0,2,spade2.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2517,3958,A20SXG1DHDIDI7,11,know,NoMod,MA,I,MS,8248.0,2,spade1.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2518,3959,A20SXG1DHDIDI7,12,know,NoMod,MF,I,MS,5192.5,2,club2.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2519,3960,A20SXG1DHDIDI7,12,know,NoMod,MF,I,MS,5192.5,2,club1.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2520,3961,A20SXG1DHDIDI7,13,say,NoMod,MO,I,MS,14293.0,2,diamond1.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2521,3962,A20SXG1DHDIDI7,13,say,NoMod,MO,I,MS,14293.0,2,diamond2.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2522,3963,A20SXG1DHDIDI7,14,say,NoMod,MS,I,MS,11856.0,2,hearts2.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2523,3964,A20SXG1DHDIDI7,14,say,NoMod,MS,I,MS,11856.0,2,hearts1.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2524,3965,A20SXG1DHDIDI7,15,say,NoMod,MA,I,MS,8987.0,2,jack2.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2525,3966,A20SXG1DHDIDI7,15,say,NoMod,MA,I,MS,8987.0,2,jack1.png,1.0,q_ms,Agree,1.0,0.0,0.0,1.0
2526,3967,A20SXG1DHDIDI7,16,say,NoMod,MF,I,MS,9599.5,2,queen2.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2527,3968,A20SXG1DHDIDI7,16,say,NoMod,MF,I,MS,9599.5,2,queen1.png,1.0,q_ms,Disagree,1.0,0.0,0.0,1.0
2528,3969,A21Q7FCKM86VL8,1,know,Mod,MO,K,MS,8327.5,2,number1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2529,3970,A21Q7FCKM86VL8,1,know,Mod,MO,K,MS,8327.5,2,number2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2530,3971,A21Q7FCKM86VL8,2,know,Mod,MS,K,MS,8847.5,2,ace2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2531,3972,A21Q7FCKM86VL8,2,know,Mod,MS,K,MS,8847.5,2,ace1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2532,3973,A21Q7FCKM86VL8,3,know,Mod,MA,K,MS,8752.5,2,ten1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2533,3974,A21Q7FCKM86VL8,3,know,Mod,MA,K,MS,8752.5,2,ten2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2534,3975,A21Q7FCKM86VL8,4,know,Mod,MF,K,MS,6747.0,2,eight2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2535,3976,A21Q7FCKM86VL8,4,know,Mod,MF,K,MS,6747.0,2,eight1.png,1.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2536,3977,A21Q7FCKM86VL8,5,say,Mod,MO,K,MS,9992.5,2,six2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2537,3978,A21Q7FCKM86VL8,5,say,Mod,MO,K,MS,9992.5,2,six1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2538,3979,A21Q7FCKM86VL8,6,say,Mod,MS,K,MS,4731.5,2,four2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2539,3980,A21Q7FCKM86VL8,6,say,Mod,MS,K,MS,4731.5,2,four1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2540,3981,A21Q7FCKM86VL8,7,say,Mod,MA,K,MS,9245.5,2,red1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2541,3982,A21Q7FCKM86VL8,7,say,Mod,MA,K,MS,9245.5,2,red2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2542,3983,A21Q7FCKM86VL8,8,say,Mod,MF,K,MS,6444.5,2,black1.png,1.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2543,3984,A21Q7FCKM86VL8,8,say,Mod,MF,K,MS,6444.5,2,black2.png,1.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2544,3985,A21Q7FCKM86VL8,9,know,NoMod,MO,K,MS,5712.5,2,spade1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2545,3986,A21Q7FCKM86VL8,9,know,NoMod,MO,K,MS,5712.5,2,spade2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2546,3987,A21Q7FCKM86VL8,10,know,NoMod,MS,K,MS,10064.5,2,club1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2547,3988,A21Q7FCKM86VL8,10,know,NoMod,MS,K,MS,10064.5,2,club2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2548,3989,A21Q7FCKM86VL8,11,know,NoMod,MA,K,MS,11475.0,2,diamond1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2549,3990,A21Q7FCKM86VL8,11,know,NoMod,MA,K,MS,11475.0,2,diamond2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2550,3991,A21Q7FCKM86VL8,12,know,NoMod,MF,K,MS,5497.5,2,hearts1.png,1.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2551,3992,A21Q7FCKM86VL8,12,know,NoMod,MF,K,MS,5497.5,2,hearts2.png,1.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2552,3993,A21Q7FCKM86VL8,13,say,NoMod,MO,K,MS,5656.0,2,jack2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2553,3994,A21Q7FCKM86VL8,13,say,NoMod,MO,K,MS,5656.0,2,jack1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2554,3995,A21Q7FCKM86VL8,14,say,NoMod,MS,K,MS,5917.5,2,queen2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2555,3996,A21Q7FCKM86VL8,14,say,NoMod,MS,K,MS,5917.5,2,queen1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2556,3997,A21Q7FCKM86VL8,15,say,NoMod,MA,K,MS,10003.5,2,king1.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2557,3998,A21Q7FCKM86VL8,15,say,NoMod,MA,K,MS,10003.5,2,king2.png,1.0,q_ms,Agree,1.0,0.0,1.0,0.0
2558,3999,A21Q7FCKM86VL8,16,say,NoMod,MF,K,MS,5615.0,2,face2.png,1.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2559,4000,A21Q7FCKM86VL8,16,say,NoMod,MF,K,MS,5615.0,2,face1.png,1.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2560,4001,A21SIPO89DP66I,1,know,Mod,MO,G,MS,4043.5,2,jack1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2561,4002,A21SIPO89DP66I,1,know,Mod,MO,G,MS,4043.5,2,jack2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2562,4003,A21SIPO89DP66I,2,know,Mod,MS,G,MS,5872.5,2,queen2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2563,4004,A21SIPO89DP66I,2,know,Mod,MS,G,MS,5872.5,2,queen1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2564,4005,A21SIPO89DP66I,3,know,Mod,MA,G,MS,4760.5,2,king2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2565,4006,A21SIPO89DP66I,3,know,Mod,MA,G,MS,4760.5,2,king1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2566,4007,A21SIPO89DP66I,4,know,Mod,MF,G,MS,4090.5,2,face1.png,2.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2567,4008,A21SIPO89DP66I,4,know,Mod,MF,G,MS,4090.5,2,face2.png,2.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2568,4009,A21SIPO89DP66I,5,say,Mod,MO,G,MS,5727.0,2,number1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2569,4010,A21SIPO89DP66I,5,say,Mod,MO,G,MS,5727.0,2,number2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2570,4011,A21SIPO89DP66I,6,say,Mod,MS,G,MS,5041.5,2,ace2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2571,4012,A21SIPO89DP66I,6,say,Mod,MS,G,MS,5041.5,2,ace1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2572,4013,A21SIPO89DP66I,7,say,Mod,MA,G,MS,4015.5,2,ten1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2573,4014,A21SIPO89DP66I,7,say,Mod,MA,G,MS,4015.5,2,ten2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2574,4015,A21SIPO89DP66I,8,say,Mod,MF,G,MS,4460.5,2,eight2.png,2.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2575,4016,A21SIPO89DP66I,8,say,Mod,MF,G,MS,4460.5,2,eight1.png,2.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2576,4017,A21SIPO89DP66I,9,know,NoMod,MO,G,MS,5466.5,2,six1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2577,4018,A21SIPO89DP66I,9,know,NoMod,MO,G,MS,5466.5,2,six2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2578,4019,A21SIPO89DP66I,10,know,NoMod,MS,G,MS,4986.0,2,four1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2579,4020,A21SIPO89DP66I,10,know,NoMod,MS,G,MS,4986.0,2,four2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2580,4021,A21SIPO89DP66I,11,know,NoMod,MA,G,MS,5393.0,2,red1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2581,4022,A21SIPO89DP66I,11,know,NoMod,MA,G,MS,5393.0,2,red2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2582,4023,A21SIPO89DP66I,12,know,NoMod,MF,G,MS,4877.5,2,black1.png,2.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2583,4024,A21SIPO89DP66I,12,know,NoMod,MF,G,MS,4877.5,2,black2.png,2.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2584,4025,A21SIPO89DP66I,13,say,NoMod,MO,G,MS,6798.5,2,spade2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2585,4026,A21SIPO89DP66I,13,say,NoMod,MO,G,MS,6798.5,2,spade1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2586,4027,A21SIPO89DP66I,14,say,NoMod,MS,G,MS,5725.0,2,club1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2587,4028,A21SIPO89DP66I,14,say,NoMod,MS,G,MS,5725.0,2,club2.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2588,4029,A21SIPO89DP66I,15,say,NoMod,MA,G,MS,8560.0,2,diamond2.png,2.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2589,4030,A21SIPO89DP66I,15,say,NoMod,MA,G,MS,8560.0,2,diamond1.png,2.0,q_ms,Agree,1.0,0.0,1.0,0.0
2590,4031,A21SIPO89DP66I,16,say,NoMod,MF,G,MS,4694.0,2,hearts2.png,2.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2591,4032,A21SIPO89DP66I,16,say,NoMod,MF,G,MS,4694.0,2,hearts1.png,2.0,q_ms,Disagree,1.0,0.0,1.0,0.0
2592,4033,A222R4PNCF08OF,1,know,Mod,MO,B,MA,4500.0,2,black2.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2593,4034,A222R4PNCF08OF,1,know,Mod,MO,B,MA,4500.0,2,black1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2594,4035,A222R4PNCF08OF,2,know,Mod,MS,B,MA,9700.0,2,spade1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2595,4036,A222R4PNCF08OF,2,know,Mod,MS,B,MA,9700.0,2,spade2.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2596,4037,A222R4PNCF08OF,3,know,Mod,MA,B,MA,11698.5,2,club2.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2597,4038,A222R4PNCF08OF,3,know,Mod,MA,B,MA,11698.5,2,club1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2598,4039,A222R4PNCF08OF,4,know,Mod,MF,B,MA,8782.0,2,diamond1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2599,4040,A222R4PNCF08OF,4,know,Mod,MF,B,MA,8782.0,2,diamond2.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2600,4041,A222R4PNCF08OF,5,say,Mod,MO,B,MA,5169.5,2,hearts1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2601,4042,A222R4PNCF08OF,5,say,Mod,MO,B,MA,5169.5,2,hearts2.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2602,4043,A222R4PNCF08OF,6,say,Mod,MS,B,MA,6682.0,2,jack1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2603,4044,A222R4PNCF08OF,6,say,Mod,MS,B,MA,6682.0,2,jack2.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2604,4045,A222R4PNCF08OF,7,say,Mod,MA,B,MA,13920.5,2,queen1.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2605,4046,A222R4PNCF08OF,7,say,Mod,MA,B,MA,13920.5,2,queen2.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2606,4047,A222R4PNCF08OF,8,say,Mod,MF,B,MA,4941.5,2,king1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2607,4048,A222R4PNCF08OF,8,say,Mod,MF,B,MA,4941.5,2,king2.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2608,4049,A222R4PNCF08OF,9,know,NoMod,MO,B,MA,7153.0,2,face2.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2609,4050,A222R4PNCF08OF,9,know,NoMod,MO,B,MA,7153.0,2,face1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2610,4051,A222R4PNCF08OF,10,know,NoMod,MS,B,MA,7724.0,2,number2.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2611,4052,A222R4PNCF08OF,10,know,NoMod,MS,B,MA,7724.0,2,number1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2612,4053,A222R4PNCF08OF,11,know,NoMod,MA,B,MA,6974.5,2,ace2.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2613,4054,A222R4PNCF08OF,11,know,NoMod,MA,B,MA,6974.5,2,ace1.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2614,4055,A222R4PNCF08OF,12,know,NoMod,MF,B,MA,6908.5,2,ten2.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2615,4056,A222R4PNCF08OF,12,know,NoMod,MF,B,MA,6908.5,2,ten1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2616,4057,A222R4PNCF08OF,13,say,NoMod,MO,B,MA,6212.0,2,eight2.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2617,4058,A222R4PNCF08OF,13,say,NoMod,MO,B,MA,6212.0,2,eight1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2618,4059,A222R4PNCF08OF,14,say,NoMod,MS,B,MA,32713.5,2,six1.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2619,4060,A222R4PNCF08OF,14,say,NoMod,MS,B,MA,32713.5,2,six2.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2620,4061,A222R4PNCF08OF,15,say,NoMod,MA,B,MA,9655.5,2,four1.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2621,4062,A222R4PNCF08OF,15,say,NoMod,MA,B,MA,9655.5,2,four2.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2622,4063,A222R4PNCF08OF,16,say,NoMod,MF,B,MA,6050.0,2,red2.png,,q_ma,Disagree,1.0,0.0,1.0,0.0
2623,4064,A222R4PNCF08OF,16,say,NoMod,MF,B,MA,6050.0,2,red1.png,,q_ma,Agree,1.0,0.0,1.0,0.0
2624,4097,A25CZJEFKXF4UV,1,know,Mod,MO,B,MA,3768.5,2,black2.png,,q_ma,Agree,0.8333333333333334,0.16666666666666666,0.5,0.5
2625,4098,A25CZJEFKXF4UV,1,know,Mod,MO,B,MA,3768.5,2,black1.png,,q_ma,Agree,0.8333333333333334,0.16666666666666666,0.5,0.5
2626,4099,A25CZJEFKXF4UV,2,know,Mod,MS,B,MA,5941.0,2,spade2.png,,q_ma,Agree,0.8333333333333334,0.16666666666666666,0.5,0.5
2627,4100,A25CZJEFKXF4UV,2,know,Mod,MS,B,MA,5941.0,2,spade1.png,,q_ma,Agree,0.8333333333333334,0.16666666666666666,0.5,0.5
2628,4101,A25CZJEFKXF4UV,3,know,Mod,MA,B,MA,7784.5,2,club1.png,,q_ma,Agree,0.8333333333333334,0.16666666666666666,0.5,0.5
2629,4102,A25CZJEFKXF4UV,3,know,Mod,MA,B,MA,7784.5,2,club2.png,,q_ma,Agree,0.8333333333333334,0.16666666666666666,0.5,0.5
2630,4103,A25CZJEFKXF4UV,4,know,Mod,MF,B,MA,5301.5,2,diamond2.png,,q_ma,Disagree,0.8333333333333334,0.16666666666666666,0.5,0.5
