,Unnamed: 0,ID,QuestType,verb,WhichQuestion,WhichAnswer,Group,goal,RT,N,ImageName,order,study,Value,logical,pragmatic,global,local
761,1210,18379,13,say,NoMod,MO,L,none,6205.0,2,queen2.png,,qn,Disagree,0.16666666666666666,0.8333333333333334,0.5,0.5
762,1211,18379,14,say,NoMod,MS,L,none,8149.5,2,king1.png,,qn,Disagree,0.16666666666666666,0.8333333333333334,0.5,0.5
763,1212,18379,14,say,NoMod,MS,L,none,8149.5,2,king2.png,,qn,Disagree,0.16666666666666666,0.8333333333333334,0.5,0.5
764,1213,18379,15,say,NoMod,MA,L,none,7576.0,2,face2.png,,qn,Agree,0.16666666666666666,0.8333333333333334,0.5,0.5
765,1214,18379,15,say,NoMod,MA,L,none,7576.0,2,face1.png,,qn,Agree,0.16666666666666666,0.8333333333333334,0.5,0.5
766,1215,18379,16,say,NoMod,MF,L,none,20743.5,2,number2.png,,qn,Disagree,0.16666666666666666,0.8333333333333334,0.5,0.5
767,1216,18379,16,say,NoMod,MF,L,none,20743.5,2,number1.png,,qn,Disagree,0.16666666666666666,0.8333333333333334,0.5,0.5
768,1249,18481,1,know,Mod,MO,D,none,8746.0,2,club1.png,,qn,Agree,1.0,0.0,1.0,0.0
769,1250,18481,1,know,Mod,MO,D,none,8746.0,2,club2.png,,qn,Agree,1.0,0.0,1.0,0.0
770,1251,18481,2,know,Mod,MS,D,none,5275.5,2,diamond2.png,,qn,Disagree,1.0,0.0,1.0,0.0
771,1252,18481,2,know,Mod,MS,D,none,5275.5,2,diamond1.png,,qn,Agree,1.0,0.0,1.0,0.0
772,1253,18481,3,know,Mod,MA,D,none,5575.5,2,hearts1.png,,qn,Agree,1.0,0.0,1.0,0.0
773,1254,18481,3,know,Mod,MA,D,none,5575.5,2,hearts2.png,,qn,Agree,1.0,0.0,1.0,0.0
774,1255,18481,4,know,Mod,MF,D,none,5890.5,2,jack1.png,,qn,Disagree,1.0,0.0,1.0,0.0
775,1256,18481,4,know,Mod,MF,D,none,5890.5,2,jack2.png,,qn,Disagree,1.0,0.0,1.0,0.0
776,1257,18481,5,say,Mod,MO,D,none,4730.0,2,queen2.png,,qn,Agree,1.0,0.0,1.0,0.0
777,1258,18481,5,say,Mod,MO,D,none,4730.0,2,queen1.png,,qn,Agree,1.0,0.0,1.0,0.0
778,1259,18481,6,say,Mod,MS,D,none,5377.0,2,king2.png,,qn,Agree,1.0,0.0,1.0,0.0
779,1260,18481,6,say,Mod,MS,D,none,5377.0,2,king1.png,,qn,Agree,1.0,0.0,1.0,0.0
780,1261,18481,7,say,Mod,MA,D,none,5474.5,2,face1.png,,qn,Agree,1.0,0.0,1.0,0.0
781,1262,18481,7,say,Mod,MA,D,none,5474.5,2,face2.png,,qn,Agree,1.0,0.0,1.0,0.0
782,1263,18481,8,say,Mod,MF,D,none,5504.5,2,number1.png,,qn,Disagree,1.0,0.0,1.0,0.0
783,1264,18481,8,say,Mod,MF,D,none,5504.5,2,number2.png,,qn,Disagree,1.0,0.0,1.0,0.0
784,1265,18481,9,know,NoMod,MO,D,none,5430.5,2,ace1.png,,qn,Agree,1.0,0.0,1.0,0.0
785,1266,18481,9,know,NoMod,MO,D,none,5430.5,2,ace2.png,,qn,Agree,1.0,0.0,1.0,0.0
786,1267,18481,10,know,NoMod,MS,D,none,4974.5,2,ten2.png,,qn,Agree,1.0,0.0,1.0,0.0
787,1268,18481,10,know,NoMod,MS,D,none,4974.5,2,ten1.png,,qn,Agree,1.0,0.0,1.0,0.0
788,1269,18481,11,know,NoMod,MA,D,none,6605.0,2,eight1.png,,qn,Agree,1.0,0.0,1.0,0.0
789,1270,18481,11,know,NoMod,MA,D,none,6605.0,2,eight2.png,,qn,Agree,1.0,0.0,1.0,0.0
790,1271,18481,12,know,NoMod,MF,D,none,3858.5,2,six2.png,,qn,Disagree,1.0,0.0,1.0,0.0
791,1272,18481,12,know,NoMod,MF,D,none,3858.5,2,six1.png,,qn,Disagree,1.0,0.0,1.0,0.0
792,1273,18481,13,say,NoMod,MO,D,none,7054.5,2,four1.png,,qn,Agree,1.0,0.0,1.0,0.0
793,1274,18481,13,say,NoMod,MO,D,none,7054.5,2,four2.png,,qn,Agree,1.0,0.0,1.0,0.0
794,1275,18481,14,say,NoMod,MS,D,none,4149.5,2,red1.png,,qn,Agree,1.0,0.0,1.0,0.0
795,1276,18481,14,say,NoMod,MS,D,none,4149.5,2,red2.png,,qn,Agree,1.0,0.0,1.0,0.0
796,1277,18481,15,say,NoMod,MA,D,none,5244.5,2,black1.png,,qn,Agree,1.0,0.0,1.0,0.0
797,1278,18481,15,say,NoMod,MA,D,none,5244.5,2,black2.png,,qn,Agree,1.0,0.0,1.0,0.0
798,1279,18481,16,say,NoMod,MF,D,none,5506.0,2,spade1.png,,qn,Disagree,1.0,0.0,1.0,0.0
799,1280,18481,16,say,NoMod,MF,D,none,5506.0,2,spade2.png,,qn,Disagree,1.0,0.0,1.0,0.0
800,1313,18619,1,know,Mod,MO,P,none,3714.5,2,four2.png,,qn,Disagree,0.5,0.5,0.5,0.5
801,1314,18619,1,know,Mod,MO,P,none,3714.5,2,four1.png,,qn,Disagree,0.5,0.5,0.5,0.5
802,1315,18619,2,know,Mod,MS,P,none,3978.5,2,red1.png,,qn,Disagree,0.5,0.5,0.5,0.5
803,1316,18619,2,know,Mod,MS,P,none,3978.5,2,red2.png,,qn,Disagree,0.5,0.5,0.5,0.5
804,1317,18619,3,know,Mod,MA,P,none,6203.5,2,black1.png,,qn,Agree,0.5,0.5,0.5,0.5
805,1318,18619,3,know,Mod,MA,P,none,6203.5,2,black2.png,,qn,Agree,0.5,0.5,0.5,0.5
806,1319,18619,4,know,Mod,MF,P,none,5365.0,2,spade2.png,,qn,Disagree,0.5,0.5,0.5,0.5
807,1320,18619,4,know,Mod,MF,P,none,5365.0,2,spade1.png,,qn,Disagree,0.5,0.5,0.5,0.5
808,1321,18619,5,say,Mod,MO,P,none,3732.0,2,club1.png,,qn,Disagree,0.5,0.5,0.5,0.5
809,1322,18619,5,say,Mod,MO,P,none,3732.0,2,club2.png,,qn,Disagree,0.5,0.5,0.5,0.5
810,1323,18619,6,say,Mod,MS,P,none,5678.0,2,diamond1.png,,qn,Disagree,0.5,0.5,0.5,0.5
811,1324,18619,6,say,Mod,MS,P,none,5678.0,2,diamond2.png,,qn,Disagree,0.5,0.5,0.5,0.5
812,1325,18619,7,say,Mod,MA,P,none,8044.0,2,hearts2.png,,qn,Agree,0.5,0.5,0.5,0.5
813,1326,18619,7,say,Mod,MA,P,none,8044.0,2,hearts1.png,,qn,Agree,0.5,0.5,0.5,0.5
814,1327,18619,8,say,Mod,MF,P,none,5451.5,2,jack1.png,,qn,Disagree,0.5,0.5,0.5,0.5
815,1328,18619,8,say,Mod,MF,P,none,5451.5,2,jack2.png,,qn,Disagree,0.5,0.5,0.5,0.5
816,1329,18619,9,know,NoMod,MO,P,none,7193.5,2,queen2.png,,qn,Disagree,0.5,0.5,0.5,0.5
817,1330,18619,9,know,NoMod,MO,P,none,7193.5,2,queen1.png,,qn,Disagree,0.5,0.5,0.5,0.5
818,1331,18619,10,know,NoMod,MS,P,none,3490.0,2,king2.png,,qn,Disagree,0.5,0.5,0.5,0.5
819,1332,18619,10,know,NoMod,MS,P,none,3490.0,2,king1.png,,qn,Disagree,0.5,0.5,0.5,0.5
820,1333,18619,11,know,NoMod,MA,P,none,3629.5,2,face1.png,,qn,Agree,0.5,0.5,0.5,0.5
821,1334,18619,11,know,NoMod,MA,P,none,3629.5,2,face2.png,,qn,Agree,0.5,0.5,0.5,0.5
822,1335,18619,12,know,NoMod,MF,P,none,5810.0,2,number2.png,,qn,Disagree,0.5,0.5,0.5,0.5
823,1336,18619,12,know,NoMod,MF,P,none,5810.0,2,number1.png,,qn,Disagree,0.5,0.5,0.5,0.5
824,1337,18619,13,say,NoMod,MO,P,none,3178.0,2,ace2.png,,qn,Disagree,0.5,0.5,0.5,0.5
825,1338,18619,13,say,NoMod,MO,P,none,3178.0,2,ace1.png,,qn,Disagree,0.5,0.5,0.5,0.5
826,1339,18619,14,say,NoMod,MS,P,none,5127.5,2,ten1.png,,qn,Disagree,0.5,0.5,0.5,0.5
827,1340,18619,14,say,NoMod,MS,P,none,5127.5,2,ten2.png,,qn,Disagree,0.5,0.5,0.5,0.5
828,1341,18619,15,say,NoMod,MA,P,none,5790.0,2,eight2.png,,qn,Disagree,0.5,0.5,0.5,0.5
829,1342,18619,15,say,NoMod,MA,P,none,5790.0,2,eight1.png,,qn,Agree,0.5,0.5,0.5,0.5
830,1343,18619,16,say,NoMod,MF,P,none,3172.0,2,six1.png,,qn,Disagree,0.5,0.5,0.5,0.5
831,1344,18619,16,say,NoMod,MF,P,none,3172.0,2,six2.png,,qn,Disagree,0.5,0.5,0.5,0.5
832,1345,18628,1,know,Mod,MO,H,none,3755.0,2,queen2.png,,qn,Agree,1.0,0.0,1.0,0.0
833,1346,18628,1,know,Mod,MO,H,none,3755.0,2,queen1.png,,qn,Agree,1.0,0.0,1.0,0.0
834,1347,18628,2,know,Mod,MS,H,none,5332.5,2,king1.png,,qn,Agree,1.0,0.0,1.0,0.0
835,1348,18628,2,know,Mod,MS,H,none,5332.5,2,king2.png,,qn,Agree,1.0,0.0,1.0,0.0
836,1349,18628,3,know,Mod,MA,H,none,5663.0,2,face2.png,,qn,Agree,1.0,0.0,1.0,0.0
837,1350,18628,3,know,Mod,MA,H,none,5663.0,2,face1.png,,qn,Agree,1.0,0.0,1.0,0.0
838,1351,18628,4,know,Mod,MF,H,none,4653.0,2,number1.png,,qn,Disagree,1.0,0.0,1.0,0.0
839,1352,18628,4,know,Mod,MF,H,none,4653.0,2,number2.png,,qn,Disagree,1.0,0.0,1.0,0.0
840,1353,18628,5,say,Mod,MO,H,none,2965.0,2,ace2.png,,qn,Agree,1.0,0.0,1.0,0.0
841,1354,18628,5,say,Mod,MO,H,none,2965.0,2,ace1.png,,qn,Agree,1.0,0.0,1.0,0.0
842,1355,18628,6,say,Mod,MS,H,none,7471.0,2,ten1.png,,qn,Agree,1.0,0.0,1.0,0.0
843,1356,18628,6,say,Mod,MS,H,none,7471.0,2,ten2.png,,qn,Agree,1.0,0.0,1.0,0.0
844,1357,18628,7,say,Mod,MA,H,none,11372.0,2,eight1.png,,qn,Agree,1.0,0.0,1.0,0.0
845,1358,18628,7,say,Mod,MA,H,none,11372.0,2,eight2.png,,qn,Agree,1.0,0.0,1.0,0.0
846,1359,18628,8,say,Mod,MF,H,none,4282.0,2,six2.png,,qn,Disagree,1.0,0.0,1.0,0.0
847,1360,18628,8,say,Mod,MF,H,none,4282.0,2,six1.png,,qn,Disagree,1.0,0.0,1.0,0.0
848,1361,18628,9,know,NoMod,MO,H,none,5186.5,2,four1.png,,qn,Agree,1.0,0.0,1.0,0.0
849,1362,18628,9,know,NoMod,MO,H,none,5186.5,2,four2.png,,qn,Agree,1.0,0.0,1.0,0.0
850,1363,18628,10,know,NoMod,MS,H,none,13762.5,2,red1.png,,qn,Agree,1.0,0.0,1.0,0.0
851,1364,18628,10,know,NoMod,MS,H,none,13762.5,2,red2.png,,qn,Agree,1.0,0.0,1.0,0.0
852,1365,18628,11,know,NoMod,MA,H,none,8023.5,2,black1.png,,qn,Agree,1.0,0.0,1.0,0.0
853,1366,18628,11,know,NoMod,MA,H,none,8023.5,2,black2.png,,qn,Agree,1.0,0.0,1.0,0.0
854,1367,18628,12,know,NoMod,MF,H,none,4411.0,2,spade1.png,,qn,Disagree,1.0,0.0,1.0,0.0
855,1368,18628,12,know,NoMod,MF,H,none,4411.0,2,spade2.png,,qn,Disagree,1.0,0.0,1.0,0.0
856,1369,18628,13,say,NoMod,MO,H,none,4963.5,2,club2.png,,qn,Agree,1.0,0.0,1.0,0.0
857,1370,18628,13,say,NoMod,MO,H,none,4963.5,2,club1.png,,qn,Agree,1.0,0.0,1.0,0.0
858,1371,18628,14,say,NoMod,MS,H,none,5983.5,2,diamond2.png,,qn,Agree,1.0,0.0,1.0,0.0
859,1372,18628,14,say,NoMod,MS,H,none,5983.5,2,diamond1.png,,qn,Agree,1.0,0.0,1.0,0.0
860,1373,18628,15,say,NoMod,MA,H,none,13669.5,2,hearts1.png,,qn,Agree,1.0,0.0,1.0,0.0
861,1374,18628,15,say,NoMod,MA,H,none,13669.5,2,hearts2.png,,qn,Agree,1.0,0.0,1.0,0.0
862,1375,18628,16,say,NoMod,MF,H,none,6540.5,2,jack2.png,,qn,Disagree,1.0,0.0,1.0,0.0
863,1376,18628,16,say,NoMod,MF,H,none,6540.5,2,jack1.png,,qn,Disagree,1.0,0.0,1.0,0.0
864,1377,18649,1,know,Mod,MO,F,none,11914.5,2,hearts1.png,,qn,Disagree,1.0,0.0,0.0,1.0
865,1378,18649,1,know,Mod,MO,F,none,11914.5,2,hearts2.png,,qn,Disagree,1.0,0.0,0.0,1.0
866,1379,18649,2,know,Mod,MS,F,none,12135.5,2,jack2.png,,qn,Disagree,1.0,0.0,0.0,1.0
867,1380,18649,2,know,Mod,MS,F,none,12135.5,2,jack1.png,,qn,Agree,1.0,0.0,0.0,1.0
868,1381,18649,3,know,Mod,MA,F,none,9633.5,2,queen2.png,,qn,Agree,1.0,0.0,0.0,1.0
869,1382,18649,3,know,Mod,MA,F,none,9633.5,2,queen1.png,,qn,Agree,1.0,0.0,0.0,1.0
870,1383,18649,4,know,Mod,MF,F,none,6123.0,2,king1.png,,qn,Disagree,1.0,0.0,0.0,1.0
871,1384,18649,4,know,Mod,MF,F,none,6123.0,2,king2.png,,qn,Disagree,1.0,0.0,0.0,1.0
872,1385,18649,5,say,Mod,MO,F,none,7886.0,2,face1.png,,qn,Agree,1.0,0.0,0.0,1.0
873,1386,18649,5,say,Mod,MO,F,none,7886.0,2,face2.png,,qn,Agree,1.0,0.0,0.0,1.0
874,1387,18649,6,say,Mod,MS,F,none,9046.0,2,number1.png,,qn,Agree,1.0,0.0,0.0,1.0
875,1388,18649,6,say,Mod,MS,F,none,9046.0,2,number2.png,,qn,Agree,1.0,0.0,0.0,1.0
876,1389,18649,7,say,Mod,MA,F,none,8074.0,2,ace2.png,,qn,Agree,1.0,0.0,0.0,1.0
877,1390,18649,7,say,Mod,MA,F,none,8074.0,2,ace1.png,,qn,Agree,1.0,0.0,0.0,1.0
878,1391,18649,8,say,Mod,MF,F,none,6443.5,2,ten1.png,,qn,Disagree,1.0,0.0,0.0,1.0
879,1392,18649,8,say,Mod,MF,F,none,6443.5,2,ten2.png,,qn,Agree,1.0,0.0,0.0,1.0
880,1393,18649,9,know,NoMod,MO,F,none,5352.5,2,eight1.png,,qn,Disagree,1.0,0.0,0.0,1.0
881,1394,18649,9,know,NoMod,MO,F,none,5352.5,2,eight2.png,,qn,Disagree,1.0,0.0,0.0,1.0
882,1395,18649,10,know,NoMod,MS,F,none,18740.5,2,six1.png,,qn,Agree,1.0,0.0,0.0,1.0
883,1396,18649,10,know,NoMod,MS,F,none,18740.5,2,six2.png,,qn,Disagree,1.0,0.0,0.0,1.0
884,1397,18649,11,know,NoMod,MA,F,none,13596.0,2,four1.png,,qn,Agree,1.0,0.0,0.0,1.0
885,1398,18649,11,know,NoMod,MA,F,none,13596.0,2,four2.png,,qn,Disagree,1.0,0.0,0.0,1.0
886,1399,18649,12,know,NoMod,MF,F,none,6905.5,2,red1.png,,qn,Disagree,1.0,0.0,0.0,1.0
887,1400,18649,12,know,NoMod,MF,F,none,6905.5,2,red2.png,,qn,Disagree,1.0,0.0,0.0,1.0
888,1401,18649,13,say,NoMod,MO,F,none,8734.5,2,black2.png,,qn,Agree,1.0,0.0,0.0,1.0
889,1402,18649,13,say,NoMod,MO,F,none,8734.5,2,black1.png,,qn,Disagree,1.0,0.0,0.0,1.0
890,1403,18649,14,say,NoMod,MS,F,none,8875.0,2,spade2.png,,qn,Agree,1.0,0.0,0.0,1.0
891,1404,18649,14,say,NoMod,MS,F,none,8875.0,2,spade1.png,,qn,Agree,1.0,0.0,0.0,1.0
892,1405,18649,15,say,NoMod,MA,F,none,15896.5,2,club2.png,,qn,Agree,1.0,0.0,0.0,1.0
893,1406,18649,15,say,NoMod,MA,F,none,15896.5,2,club1.png,,qn,Agree,1.0,0.0,0.0,1.0
894,1407,18649,16,say,NoMod,MF,F,none,9956.5,2,diamond1.png,,qn,Agree,1.0,0.0,0.0,1.0
895,1408,18649,16,say,NoMod,MF,F,none,9956.5,2,diamond2.png,,qn,Agree,1.0,0.0,0.0,1.0
896,1409,18661,1,know,Mod,MO,E,none,8283.0,2,diamond1.png,,qn,Disagree,0.5,0.5,1.0,0.0
897,1410,18661,1,know,Mod,MO,E,none,8283.0,2,diamond2.png,,qn,Disagree,0.5,0.5,1.0,0.0
898,1411,18661,2,know,Mod,MS,E,none,7047.5,2,hearts2.png,,qn,Disagree,0.5,0.5,1.0,0.0
899,1412,18661,2,know,Mod,MS,E,none,7047.5,2,hearts1.png,,qn,Disagree,0.5,0.5,1.0,0.0
900,1413,18661,3,know,Mod,MA,E,none,6803.0,2,jack1.png,,qn,Agree,0.5,0.5,1.0,0.0
901,1414,18661,3,know,Mod,MA,E,none,6803.0,2,jack2.png,,qn,Agree,0.5,0.5,1.0,0.0
902,1415,18661,4,know,Mod,MF,E,none,4034.0,2,queen1.png,,qn,Disagree,0.5,0.5,1.0,0.0
903,1416,18661,4,know,Mod,MF,E,none,4034.0,2,queen2.png,,qn,Disagree,0.5,0.5,1.0,0.0
904,1417,18661,5,say,Mod,MO,E,none,4530.0,2,king1.png,,qn,Disagree,0.5,0.5,1.0,0.0
905,1418,18661,5,say,Mod,MO,E,none,4530.0,2,king2.png,,qn,Agree,0.5,0.5,1.0,0.0
906,1419,18661,6,say,Mod,MS,E,none,5396.5,2,face1.png,,qn,Disagree,0.5,0.5,1.0,0.0
907,1420,18661,6,say,Mod,MS,E,none,5396.5,2,face2.png,,qn,Agree,0.5,0.5,1.0,0.0
908,1421,18661,7,say,Mod,MA,E,none,7663.5,2,number1.png,,qn,Agree,0.5,0.5,1.0,0.0
909,1422,18661,7,say,Mod,MA,E,none,7663.5,2,number2.png,,qn,Agree,0.5,0.5,1.0,0.0
910,1423,18661,8,say,Mod,MF,E,none,5652.5,2,ace2.png,,qn,Agree,0.5,0.5,1.0,0.0
911,1424,18661,8,say,Mod,MF,E,none,5652.5,2,ace1.png,,qn,Disagree,0.5,0.5,1.0,0.0
912,1425,18661,9,know,NoMod,MO,E,none,6380.0,2,ten2.png,,qn,Disagree,0.5,0.5,1.0,0.0
913,1426,18661,9,know,NoMod,MO,E,none,6380.0,2,ten1.png,,qn,Disagree,0.5,0.5,1.0,0.0
914,1427,18661,10,know,NoMod,MS,E,none,5907.5,2,eight1.png,,qn,Disagree,0.5,0.5,1.0,0.0
915,1428,18661,10,know,NoMod,MS,E,none,5907.5,2,eight2.png,,qn,Disagree,0.5,0.5,1.0,0.0
916,1429,18661,11,know,NoMod,MA,E,none,5964.0,2,six2.png,,qn,Agree,0.5,0.5,1.0,0.0
917,1430,18661,11,know,NoMod,MA,E,none,5964.0,2,six1.png,,qn,Agree,0.5,0.5,1.0,0.0
918,1431,18661,12,know,NoMod,MF,E,none,8018.5,2,four1.png,,qn,Agree,0.5,0.5,1.0,0.0
919,1432,18661,12,know,NoMod,MF,E,none,8018.5,2,four2.png,,qn,Disagree,0.5,0.5,1.0,0.0
920,1433,18661,13,say,NoMod,MO,E,none,4447.0,2,red1.png,,qn,Disagree,0.5,0.5,1.0,0.0
921,1434,18661,13,say,NoMod,MO,E,none,4447.0,2,red2.png,,qn,Disagree,0.5,0.5,1.0,0.0
922,1435,18661,14,say,NoMod,MS,E,none,5673.5,2,black2.png,,qn,Disagree,0.5,0.5,1.0,0.0
923,1436,18661,14,say,NoMod,MS,E,none,5673.5,2,black1.png,,qn,Disagree,0.5,0.5,1.0,0.0
924,1437,18661,15,say,NoMod,MA,E,none,8948.5,2,spade1.png,,qn,Agree,0.5,0.5,1.0,0.0
925,1438,18661,15,say,NoMod,MA,E,none,8948.5,2,spade2.png,,qn,Agree,0.5,0.5,1.0,0.0
926,1439,18661,16,say,NoMod,MF,E,none,5290.0,2,club1.png,,qn,Disagree,0.5,0.5,1.0,0.0
927,1440,18661,16,say,NoMod,MF,E,none,5290.0,2,club2.png,,qn,Disagree,0.5,0.5,1.0,0.0
928,1441,18664,1,know,Mod,MO,P,none,6316.5,2,four1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
929,1442,18664,1,know,Mod,MO,P,none,6316.5,2,four2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
930,1443,18664,2,know,Mod,MS,P,none,7931.0,2,red1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
931,1444,18664,2,know,Mod,MS,P,none,7931.0,2,red2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
932,1445,18664,3,know,Mod,MA,P,none,9294.5,2,black1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
933,1446,18664,3,know,Mod,MA,P,none,9294.5,2,black2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
934,1447,18664,4,know,Mod,MF,P,none,10262.5,2,spade1.png,,qn,Disagree,0.8333333333333334,0.16666666666666666,1.0,0.0
935,1448,18664,4,know,Mod,MF,P,none,10262.5,2,spade2.png,,qn,Disagree,0.8333333333333334,0.16666666666666666,1.0,0.0
936,1449,18664,5,say,Mod,MO,P,none,16608.5,2,club2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
937,1450,18664,5,say,Mod,MO,P,none,16608.5,2,club1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
938,1451,18664,6,say,Mod,MS,P,none,12302.5,2,diamond2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
939,1452,18664,6,say,Mod,MS,P,none,12302.5,2,diamond1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
940,1453,18664,7,say,Mod,MA,P,none,9315.5,2,hearts2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
941,1454,18664,7,say,Mod,MA,P,none,9315.5,2,hearts1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
942,1455,18664,8,say,Mod,MF,P,none,9764.0,2,jack1.png,,qn,Disagree,0.8333333333333334,0.16666666666666666,1.0,0.0
943,1456,18664,8,say,Mod,MF,P,none,9764.0,2,jack2.png,,qn,Disagree,0.8333333333333334,0.16666666666666666,1.0,0.0
944,1457,18664,9,know,NoMod,MO,P,none,13346.0,2,queen2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
945,1458,18664,9,know,NoMod,MO,P,none,13346.0,2,queen1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
946,1459,18664,10,know,NoMod,MS,P,none,12480.0,2,king1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
947,1460,18664,10,know,NoMod,MS,P,none,12480.0,2,king2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
948,1461,18664,11,know,NoMod,MA,P,none,13379.0,2,face1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
949,1462,18664,11,know,NoMod,MA,P,none,13379.0,2,face2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
950,1463,18664,12,know,NoMod,MF,P,none,8465.5,2,number2.png,,qn,Disagree,0.8333333333333334,0.16666666666666666,1.0,0.0
951,1464,18664,12,know,NoMod,MF,P,none,8465.5,2,number1.png,,qn,Disagree,0.8333333333333334,0.16666666666666666,1.0,0.0
952,1465,18664,13,say,NoMod,MO,P,none,8468.0,2,ace1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
953,1466,18664,13,say,NoMod,MO,P,none,8468.0,2,ace2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
954,1467,18664,14,say,NoMod,MS,P,none,18350.0,2,ten2.png,,qn,Disagree,0.8333333333333334,0.16666666666666666,1.0,0.0
955,1468,18664,14,say,NoMod,MS,P,none,18350.0,2,ten1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
956,1469,18664,15,say,NoMod,MA,P,none,12199.5,2,eight2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
957,1470,18664,15,say,NoMod,MA,P,none,12199.5,2,eight1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
958,1471,18664,16,say,NoMod,MF,P,none,13259.5,2,six2.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
959,1472,18664,16,say,NoMod,MF,P,none,13259.5,2,six1.png,,qn,Agree,0.8333333333333334,0.16666666666666666,1.0,0.0
960,1505,18706,1,know,Mod,MO,I,none,12113.0,2,king1.png,,qn,Agree,1.0,0.0,1.0,0.0
961,1506,18706,1,know,Mod,MO,I,none,12113.0,2,king2.png,,qn,Agree,1.0,0.0,1.0,0.0
962,1507,18706,2,know,Mod,MS,I,none,7584.0,2,face2.png,,qn,Agree,1.0,0.0,1.0,0.0
963,1508,18706,2,know,Mod,MS,I,none,7584.0,2,face1.png,,qn,Agree,1.0,0.0,1.0,0.0
964,1509,18706,3,know,Mod,MA,I,none,6896.0,2,number2.png,,qn,Agree,1.0,0.0,1.0,0.0
965,1510,18706,3,know,Mod,MA,I,none,6896.0,2,number1.png,,qn,Agree,1.0,0.0,1.0,0.0
966,1511,18706,4,know,Mod,MF,I,none,10890.0,2,ace2.png,,qn,Disagree,1.0,0.0,1.0,0.0
967,1512,18706,4,know,Mod,MF,I,none,10890.0,2,ace1.png,,qn,Disagree,1.0,0.0,1.0,0.0
968,1513,18706,5,say,Mod,MO,I,none,6742.5,2,ten1.png,,qn,Agree,1.0,0.0,1.0,0.0
969,1514,18706,5,say,Mod,MO,I,none,6742.5,2,ten2.png,,qn,Agree,1.0,0.0,1.0,0.0
970,1515,18706,6,say,Mod,MS,I,none,8711.5,2,eight2.png,,qn,Agree,1.0,0.0,1.0,0.0
971,1516,18706,6,say,Mod,MS,I,none,8711.5,2,eight1.png,,qn,Agree,1.0,0.0,1.0,0.0
972,1517,18706,7,say,Mod,MA,I,none,7488.0,2,six2.png,,qn,Agree,1.0,0.0,1.0,0.0
973,1518,18706,7,say,Mod,MA,I,none,7488.0,2,six1.png,,qn,Agree,1.0,0.0,1.0,0.0
974,1519,18706,8,say,Mod,MF,I,none,6424.0,2,four1.png,,qn,Disagree,1.0,0.0,1.0,0.0
975,1520,18706,8,say,Mod,MF,I,none,6424.0,2,four2.png,,qn,Disagree,1.0,0.0,1.0,0.0
976,1521,18706,9,know,NoMod,MO,I,none,22384.0,2,red2.png,,qn,Agree,1.0,0.0,1.0,0.0
977,1522,18706,9,know,NoMod,MO,I,none,22384.0,2,red1.png,,qn,Agree,1.0,0.0,1.0,0.0
978,1523,18706,10,know,NoMod,MS,I,none,8908.0,2,black1.png,,qn,Agree,1.0,0.0,1.0,0.0
979,1524,18706,10,know,NoMod,MS,I,none,8908.0,2,black2.png,,qn,Agree,1.0,0.0,1.0,0.0
980,1525,18706,11,know,NoMod,MA,I,none,10416.0,2,spade2.png,,qn,Disagree,1.0,0.0,1.0,0.0
981,1526,18706,11,know,NoMod,MA,I,none,10416.0,2,spade1.png,,qn,Agree,1.0,0.0,1.0,0.0
982,1527,18706,12,know,NoMod,MF,I,none,8913.0,2,club2.png,,qn,Disagree,1.0,0.0,1.0,0.0
983,1528,18706,12,know,NoMod,MF,I,none,8913.0,2,club1.png,,qn,Disagree,1.0,0.0,1.0,0.0
