"","Time.results.were.received","MD5.hash.of.participant.s.IP.address","Controller.name","Item.number","Element.number","Type","Group.Ibex","PennElementType","PennElementName","Parameter","Value","EventTime","ID","Study","QuestType","WhichQuestion","WhichAnswer","verb","Matrix","ImageName","Group","Comments","study","order","goal"
"1",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",0,0,"intro","NULL","PennController","0","_Trial_","Start",1589215427132,"A3FQYXSF2OBFQI","NULL",NA,"","","","","","","","q_ma","NA","MA"
"2",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",0,0,"intro","NULL","TextInput","ID","Final","A3FQYXSF2OBFQI",1589215432314,"A3FQYXSF2OBFQI","NULL",NA,"","","","","","","","q_ma","NA","MA"
"3",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",0,0,"intro","NULL","TextInput","ID","First","",1589215428662,"A3FQYXSF2OBFQI","Control",NA,"","","","","","","","q_ma","NA","MA"
"4",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",0,0,"intro","NULL","PennController","0","_Trial_","End",1589215432314,"A3FQYXSF2OBFQI","NULL",NA,"","","","","","","","q_ma","NA","MA"
"5",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",1,0,"familiarize1","NULL","PennController","1","_Trial_","Start",1589215432325,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"6",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",1,0,"familiarize1","NULL","PennController","1","_Trial_","End",1589215439574,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"7",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",2,0,"familiarize2","NULL","PennController","2","_Trial_","Start",1589215439576,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"8",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",2,0,"familiarize2","NULL","PennController","2","_Trial_","End",1589215442566,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"9",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",3,0,"familiarize3","NULL","PennController","3","_Trial_","Start",1589215442572,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"10",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",3,0,"familiarize3","NULL","PennController","3","_Trial_","End",1589215445233,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"11",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",4,0,"familiarize4","NULL","PennController","4","_Trial_","Start",1589215445235,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"12",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",4,0,"familiarize4","NULL","PennController","4","_Trial_","End",1589215450434,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"13",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",5,0,"instructions1","NULL","PennController","5","_Trial_","Start",1589215450436,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"14",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",5,0,"instructions1","NULL","PennController","5","_Trial_","End",1589215454110,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"15",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",6,0,"instructions2","NULL","PennController","6","_Trial_","Start",1589215454114,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"16",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",6,0,"instructions2","NULL","PennController","6","_Trial_","End",1589215462110,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"17",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",7,0,"instructions3","NULL","PennController","7","_Trial_","Start",1589215462112,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
"18",1589215818,"dabea1a828e9700c38df106b17f06c06","PennController",7,0,"instructions3","NULL","PennController","7","_Trial_","End",1589215472511,"NULL","",NA,"","","","","","","","q_ma","NA","MA"
