"","ID","SentType","Verb","Token","SentNumber","Group","RT","N","Embedded","order","goal","study","Value","logRT"
"551","17380","T5","know","mackerels",17,"M",1149,1,1,1,"none","bn","Disagree",7.04664727784876
"552","17380","T5","none","ants",16,"M",1082,1,0,1,"none","bn","Disagree",6.98656645940643
"553","17380","T5","none","piranhas",16,"M",653,1,0,1,"none","bn","Disagree",6.48157712927643
"554","17380","T5","say","herring",18,"M",1122,1,1,1,"none","bn","Disagree",7.02286808608264
"555","17380","T5","say","mosquitos",18,"M",628,1,1,1,"none","bn","Disagree",6.4425401664682
"556","17380","T6","know","carp",14,"M",839,1,1,1,"none","bn","Disagree",6.73221070646721
"557","17380","T6","know","cockroaches",14,"M",445,1,1,1,"none","bn","Disagree",6.09807428216624
"558","17380","T6","none","anchovies",13,"M",342,1,0,1,"none","bn","Disagree",5.8348107370626
"559","17380","T6","none","wasps",13,"M",381,1,0,1,"none","bn","Disagree",5.9427993751267
"560","17380","T6","say","cicadas",15,"M",507,1,1,1,"none","bn","Disagree",6.22851100359118
"561","17380","T6","say","cod",15,"M",503,1,1,1,"none","bn","Disagree",6.22059017009974
"562","17410","T1","know","crocodiles",2,"A",1819,1,1,2,"none","bn","Agree",7.50604217851812
"563","17410","T1","know","horses",2,"A",1590,1,1,2,"none","bn","Agree",7.37148929521428
"564","17410","T1","none","alligators",1,"A",3044,1,0,2,"none","bn","Disagree",8.02092771898158
"565","17410","T1","none","cats",1,"A",550,1,0,2,"none","bn","Agree",6.30991827822652
"566","17410","T1","say","chameleons",3,"A",381,1,1,2,"none","bn","Agree",5.9427993751267
"567","17410","T1","say","dogs",3,"A",3745,1,1,2,"none","bn","Agree",8.22817689595132
"568","17410","T2","know","cockroaches",8,"A",1459,1,1,2,"none","bn","Agree",7.28550654852279
"569","17410","T2","none","wasps",7,"A",1118,1,0,2,"none","bn","Agree",7.01929665371504
"570","17410","T2","say","cod",9,"A",1248,1,1,2,"none","bn","Agree",7.12929754892937
"571","17410","T3","know","elephants",5,"A",537,1,1,2,"none","bn","Disagree",6.28599809450886
"572","17410","T3","none","iguanas",4,"A",2028,1,0,2,"none","bn","Disagree",7.61480536471107
"573","17410","T3","none","pigs",4,"A",456,1,0,2,"none","bn","Disagree",6.12249280951439
"574","17410","T3","say","geckos",6,"A",983,1,1,2,"none","bn","Disagree",6.89060912014717
"575","17410","T3","say","sheep",6,"A",395,1,1,2,"none","bn","Disagree",5.97888576490112
"576","17410","T4","know","flies",11,"A",394,1,1,2,"none","bn","Agree",5.97635090929793
"577","17410","T4","none","ants",10,"A",585,1,0,2,"none","bn","Agree",6.37161184723186
"578","17410","T4","none","piranhas",10,"A",1762,1,0,2,"none","bn","Agree",7.47420480649612
"579","17410","T4","say","mosquitos",12,"A",413,1,1,2,"none","bn","Agree",6.02344759296103
"580","17410","T5","know","sparrows",17,"A",1490,1,1,2,"none","bn","Disagree",7.30653139893951
"581","17410","T5","none","owls",16,"A",610,1,0,2,"none","bn","Disagree",6.41345895716736
"582","17410","T5","none","peaches",16,"A",796,1,0,2,"none","bn","Disagree",6.67959918584438
"583","17410","T5","say","doves",18,"A",1816,1,1,2,"none","bn","Disagree",7.50439155916124
"584","17410","T6","know","bananas",14,"A",490,1,1,2,"none","bn","Disagree",6.19440539110467
"585","17410","T6","know","canaries",14,"A",563,1,1,2,"none","bn","Disagree",6.33327962813969
"586","17410","T6","none","eagles",13,"A",541,1,0,2,"none","bn","Disagree",6.29341927884648
"587","17410","T6","say","apples",15,"A",679,1,1,2,"none","bn","Disagree",6.5206211275587
"588","17410","T6","say","crows",15,"A",397,1,1,2,"none","bn","Disagree",5.98393628068719
"589","17662","T1","know","owls",2,"O",2155,1,1,2,"none","bn","Disagree",7.67554600253785
"590","17662","T1","know","peaches",2,"O",2177,1,1,2,"none","bn","Disagree",7.68570306123455
"591","17662","T1","none","apples",1,"O",2574,1,0,2,"none","bn","Disagree",7.85321638815607
"592","17662","T1","none","crows",1,"O",1715,1,0,2,"none","bn","Disagree",7.44716835960004
"593","17662","T1","say","pears",3,"O",1113,1,1,2,"none","bn","Disagree",7.01481435127554
"594","17662","T1","say","sparrows",3,"O",1047,1,1,2,"none","bn","Disagree",6.95368421087054
"595","17662","T2","know","iguanas",8,"O",646,1,1,2,"none","bn","Agree",6.4707995037826
"596","17662","T2","know","pigs",8,"O",1796,1,1,2,"none","bn","Agree",7.49331724886215
"597","17662","T2","none","chameleons",7,"O",1998,1,0,2,"none","bn","Agree",7.5999019592085
"598","17662","T2","none","dogs",7,"O",652,1,0,2,"none","bn","Agree",6.48004456192665
"599","17662","T2","say","elephants",9,"O",962,1,1,2,"none","bn","Agree",6.86901445066571
"600","17662","T2","say","lizards",9,"O",1317,1,1,2,"none","bn","Agree",7.18311170174328
"601","17662","T3","know","alligators",5,"O",1494,1,1,2,"none","bn","Disagree",7.30921236569276
"602","17662","T3","know","cats",5,"O",634,1,1,2,"none","bn","Disagree",6.45204895443723
"603","17662","T3","none","doves",4,"O",501,1,0,2,"none","bn","Disagree",6.21660610108486
"604","17662","T3","none","plums",4,"O",1134,1,0,2,"none","bn","Disagree",7.0335064842877
"605","17662","T3","say","crocodiles",6,"O",749,1,1,2,"none","bn","Disagree",6.61873898351722
"606","17662","T3","say","horses",6,"O",1095,1,1,2,"none","bn","Disagree",6.9985096422506
"607","17662","T4","know","anchovies",11,"O",721,1,1,2,"none","bn","Agree",6.58063913728495
"608","17662","T4","know","wasps",11,"O",481,1,1,2,"none","bn","Agree",6.17586727010576
"609","17662","T4","none","geckos",10,"O",1010,1,0,2,"none","bn","Agree",6.9177056098353
"610","17662","T4","none","sheep",10,"O",384,1,0,2,"none","bn","Agree",5.95064255258773
"611","17662","T4","say","carp",12,"O",1024,1,1,2,"none","bn","Agree",6.93147180559945
"612","17662","T4","say","cockroaches",12,"O",1765,1,1,2,"none","bn","Agree",7.4759059693674
"613","17662","T5","know","eagles",17,"O",875,1,1,2,"none","bn","Disagree",6.77422388635761
"614","17662","T5","know","strawberries",17,"O",1000,1,1,2,"none","bn","Disagree",6.90775527898214
"615","17662","T5","none","herring",16,"O",1269,1,0,2,"none","bn","Disagree",7.14598446771439
"616","17662","T5","none","mosquitos",16,"O",3587,1,0,2,"none","bn","Disagree",8.18507147753228
"617","17662","T5","say","bananas",18,"O",839,1,1,2,"none","bn","Disagree",6.73221070646721
"618","17662","T5","say","canaries",18,"O",1130,1,1,2,"none","bn","Disagree",7.02997291170639
"619","17662","T6","know","ants",14,"O",1327,1,1,2,"none","bn","Disagree",7.19067603433221
"620","17662","T6","know","piranhas",14,"O",1421,1,1,2,"none","bn","Disagree",7.2591161280971
"621","17662","T6","none","cicadas",13,"O",409,1,0,2,"none","bn","Disagree",6.0137151560428
"622","17662","T6","none","cod",13,"O",665,1,0,2,"none","bn","Disagree",6.49978704065585
"623","17662","T6","say","flies",15,"O",1255,1,1,2,"none","bn","Disagree",7.13489085156588
"624","17662","T6","say","mackerels",15,"O",720,1,1,2,"none","bn","Disagree",6.5792512120101
"625","17797","T1","know","alligators",2,"R",1690,1,1,1,"none","bn","Disagree",7.43248380791712
"626","17797","T1","know","cats",2,"R",1648,1,1,1,"none","bn","Disagree",7.40731771046942
"627","17797","T1","none","doves",1,"R",1593,1,0,1,"none","bn","Agree",7.37337430991005
"628","17797","T1","none","plums",1,"R",2193,1,0,1,"none","bn","Disagree",7.69302574841789
"629","17797","T1","say","crocodiles",3,"R",488,1,1,1,"none","bn","Disagree",6.19031540585315
"630","17797","T1","say","horses",3,"R",2749,1,1,1,"none","bn","Disagree",7.91899248816525
"631","17797","T2","know","anchovies",8,"R",1442,1,1,1,"none","bn","Agree",7.27378631784489
"632","17797","T2","know","wasps",8,"R",1009,1,1,1,"none","bn","Agree",6.91671502035361
"633","17797","T2","none","geckos",7,"R",2044,1,0,1,"none","bn","Agree",7.6226639513236
"634","17797","T2","none","sheep",7,"R",1642,1,0,1,"none","bn","Agree",7.40367029001237
"635","17797","T2","say","carp",9,"R",1066,1,1,1,"none","bn","Agree",6.97166860472579
"636","17797","T2","say","cockroaches",9,"R",1220,1,1,1,"none","bn","Agree",7.1066061377273
"637","17797","T3","know","iguanas",5,"R",1777,1,1,1,"none","bn","Disagree",7.48268182815465
"638","17797","T3","know","pigs",5,"R",279,1,1,1,"none","bn","Disagree",5.63121178182137
"639","17797","T3","none","chameleons",4,"R",1763,1,0,1,"none","bn","Disagree",7.47477218239787
"640","17797","T3","none","dogs",4,"R",399,1,0,1,"none","bn","Disagree",5.98896141688986
"641","17797","T3","say","elephants",6,"R",329,1,1,1,"none","bn","Disagree",5.79605775076537
"642","17797","T4","know","ants",11,"R",1956,1,1,1,"none","bn","Agree",7.57865685059476
"643","17797","T4","know","piranhas",11,"R",908,1,1,1,"none","bn","Agree",6.81124437860129
"644","17797","T4","none","cicadas",10,"R",944,1,0,1,"none","bn","Agree",6.8501261661455
"645","17797","T4","none","cod",10,"R",452,1,0,1,"none","bn","Agree",6.11368217983223
"646","17797","T4","say","flies",12,"R",782,1,1,1,"none","bn","Agree",6.66185474054531
"647","17797","T5","know","owls",17,"R",1580,1,1,1,"none","bn","Disagree",7.36518012602101
"648","17797","T5","know","peaches",17,"R",369,1,1,1,"none","bn","Disagree",5.91079664404053
"649","17797","T5","none","apples",16,"R",1087,1,0,1,"none","bn","Disagree",6.99117688712121
"650","17797","T5","none","crows",16,"R",3356,1,0,1,"none","bn","Disagree",8.1185050675871
"651","17797","T5","say","pears",18,"R",587,1,1,1,"none","bn","Disagree",6.3750248198281
"652","17797","T5","say","sparrows",18,"R",688,1,1,1,"none","bn","Disagree",6.53378883793334
"653","17797","T6","know","eagles",14,"R",2303,1,1,1,"none","bn","Disagree",7.74196789982069
"654","17797","T6","know","strawberries",14,"R",785,1,1,1,"none","bn","Disagree",6.66568371778241
"655","17797","T6","none","herring",13,"R",1106,1,0,1,"none","bn","Disagree",7.00850518208228
"656","17797","T6","none","mosquitos",13,"R",539,1,0,1,"none","bn","Disagree",6.289715570909
"657","17797","T6","say","bananas",15,"R",621,1,1,1,"none","bn","Disagree",6.43133108193348
"658","17797","T6","say","canaries",15,"R",796,1,1,1,"none","bn","Disagree",6.67959918584438
"659","178004888","T1","know","alligators",2,"R",666,1,1,2,"none","bn","Agree",6.50128967054039
"660","178004888","T1","know","cats",2,"R",849,1,1,2,"none","bn","Disagree",6.74405918631135
"661","178004888","T1","none","doves",1,"R",1152,1,0,2,"none","bn","Disagree",7.04925484125584
"662","178004888","T1","none","plums",1,"R",683,1,0,2,"none","bn","Disagree",6.52649485957079
"663","178004888","T1","say","crocodiles",3,"R",925,1,1,2,"none","bn","Disagree",6.82979373751242
"664","178004888","T1","say","horses",3,"R",1188,1,1,2,"none","bn","Agree",7.08002649992259
"665","178004888","T2","know","wasps",8,"R",665,1,1,2,"none","bn","Agree",6.49978704065585
"666","178004888","T2","none","geckos",7,"R",1113,1,0,2,"none","bn","Agree",7.01481435127554
"667","178004888","T2","none","sheep",7,"R",755,1,0,2,"none","bn","Agree",6.62671774924902
"668","178004888","T2","say","carp",9,"R",909,1,1,2,"none","bn","Agree",6.81234509417748
"669","178004888","T2","say","cockroaches",9,"R",928,1,1,2,"none","bn","Agree",6.8330317327862
"670","178004888","T3","know","iguanas",5,"R",1118,1,1,2,"none","bn","Disagree",7.01929665371504
"671","178004888","T3","know","pigs",5,"R",808,1,1,2,"none","bn","Disagree",6.69456205852109
"672","178004888","T3","none","chameleons",4,"R",1883,1,0,2,"none","bn","Disagree",7.54062152865715
"673","178004888","T3","none","dogs",4,"R",460,1,0,2,"none","bn","Disagree",6.13122648948314
"674","178004888","T3","say","elephants",6,"R",388,1,1,2,"none","bn","Disagree",5.96100533962327
"675","178004888","T3","say","lizards",6,"R",622,1,1,2,"none","bn","Disagree",6.43294009273918
"676","178004888","T4","know","piranhas",11,"R",634,1,1,2,"none","bn","Agree",6.45204895443723
"677","178004888","T4","none","cicadas",10,"R",522,1,0,2,"none","bn","Agree",6.25766758788264
"678","178004888","T4","none","cod",10,"R",2585,1,0,2,"none","bn","Agree",7.85748078694253
"679","178004888","T4","say","flies",12,"R",998,1,1,2,"none","bn","Agree",6.90575327631146
"680","178004888","T5","know","owls",17,"R",546,1,1,2,"none","bn","Disagree",6.30261897574491
"681","178004888","T5","know","peaches",17,"R",603,1,1,2,"none","bn","Disagree",6.40191719672719
"682","178004888","T5","none","apples",16,"R",813,1,0,2,"none","bn","Disagree",6.70073110954781
"683","178004888","T5","none","crows",16,"R",929,1,0,2,"none","bn","Disagree",6.83410873881384
"684","178004888","T5","say","pears",18,"R",862,1,1,2,"none","bn","Disagree",6.75925527066369
"685","178004888","T5","say","sparrows",18,"R",371,1,1,2,"none","bn","Disagree",5.91620206260743
"686","178004888","T6","know","eagles",14,"R",568,1,1,2,"none","bn","Disagree",6.34212141872115
"687","178004888","T6","know","strawberries",14,"R",525,1,1,2,"none","bn","Disagree",6.26339826259162
"688","178004888","T6","none","mosquitos",13,"R",1506,1,0,2,"none","bn","Disagree",7.31721240835984
"689","178004888","T6","say","bananas",15,"R",464,1,1,2,"none","bn","Disagree",6.13988455222626
"690","178004888","T6","say","canaries",15,"R",314,1,1,2,"none","bn","Disagree",5.74939298590825
"691","18151","T1","know","cicadas",2,"H",366,1,1,2,"none","bn","Agree",5.90263333340137
"692","18151","T1","know","cod",2,"H",1152,1,1,2,"none","bn","Disagree",7.04925484125584
"693","18151","T1","none","carp",1,"H",1699,1,0,2,"none","bn","Disagree",7.43779512167193
"694","18151","T1","none","cockroaches",1,"H",918,1,0,2,"none","bn","Disagree",6.82219739062049
"695","18151","T1","say","ants",3,"H",1090,1,1,2,"none","bn","Disagree",6.99393297522319
"696","18151","T1","say","piranhas",3,"H",1796,1,1,2,"none","bn","Disagree",7.49331724886215
"697","18151","T2","know","apples",8,"H",1916,1,1,2,"none","bn","Agree",7.55799495853081
"698","18151","T2","know","crows",8,"H",785,1,1,2,"none","bn","Agree",6.66568371778241
"699","18151","T2","none","bananas",7,"H",844,1,0,2,"none","bn","Agree",6.73815249459596
"700","18151","T2","none","canaries",7,"H",646,1,0,2,"none","bn","Agree",6.4707995037826
"701","18151","T2","say","owls",9,"H",1814,1,1,2,"none","bn","Agree",7.50328963067508
"702","18151","T2","say","peaches",9,"H",1344,1,1,2,"none","bn","Agree",7.20340552108309
"703","18151","T3","know","herring",5,"H",551,1,1,2,"none","bn","Disagree",6.31173480915291
"704","18151","T3","know","mosquitos",5,"H",498,1,1,2,"none","bn","Disagree",6.21060007702465
"705","18151","T3","none","flies",4,"H",891,1,0,2,"none","bn","Disagree",6.79234442747081
"706","18151","T3","none","mackerels",4,"H",551,1,0,2,"none","bn","Disagree",6.31173480915291
"707","18151","T3","say","eagles",6,"H",1670,1,1,2,"none","bn","Disagree",7.4205789054108
"708","18151","T3","say","strawberries",6,"H",2327,1,1,2,"none","bn","Disagree",7.75233516330229
"709","18151","T4","know","doves",11,"H",594,1,1,2,"none","bn","Agree",6.38687931936265
"710","18151","T4","know","plums",11,"H",446,1,1,2,"none","bn","Agree",6.10031895202006
"711","18151","T4","none","pears",10,"H",588,1,0,2,"none","bn","Agree",6.37672694789863
"712","18151","T4","none","sparrows",10,"H",2000,1,0,2,"none","bn","Agree",7.60090245954208
"713","18151","T4","say","alligators",12,"H",1876,1,1,2,"none","bn","Agree",7.53689712956617
"714","18151","T4","say","cats",12,"H",1460,1,1,2,"none","bn","Agree",7.28619171470238
"715","18151","T5","know","geckos",17,"H",1113,1,1,2,"none","bn","Disagree",7.01481435127554
"716","18151","T5","none","elephants",16,"H",535,1,0,2,"none","bn","Disagree",6.28226674689601
"717","18151","T5","none","lizards",16,"H",2630,1,0,2,"none","bn","Disagree",7.87473912517181
"718","18151","T5","say","anchovies",18,"H",1334,1,1,2,"none","bn","Disagree",7.19593722647557
"719","18151","T5","say","wasps",18,"H",948,1,1,2,"none","bn","Disagree",6.85435450225502
"720","18151","T6","know","chameleons",14,"H",527,1,1,2,"none","bn","Disagree",6.26720054854136
"721","18151","T6","know","dogs",14,"H",486,1,1,2,"none","bn","Disagree",6.18620862390049
"722","18151","T6","none","crocodiles",13,"H",1414,1,0,2,"none","bn","Disagree",7.25417784645652
"723","18151","T6","none","horses",13,"H",940,1,0,2,"none","bn","Disagree",6.84587987526405
"724","18151","T6","say","iguanas",15,"H",1387,1,1,2,"none","bn","Disagree",7.23489842031483
"725","18151","T6","say","pigs",15,"H",1048,1,1,2,"none","bn","Disagree",6.95463886488099
"726","18166","T1","know","anchovies",2,"F",333,1,1,2,"none","bn","Agree",5.80814248998044
"727","18166","T1","know","wasps",2,"F",1291,1,1,2,"none","bn","Agree",7.16317239084664
"728","18166","T1","none","geckos",1,"F",974,1,0,2,"none","bn","Disagree",6.88141130364254
"729","18166","T1","none","sheep",1,"F",852,1,0,2,"none","bn","Disagree",6.74758652682932
"730","18166","T1","say","carp",3,"F",2335,1,1,2,"none","bn","Agree",7.755767170103
"731","18166","T1","say","cockroaches",3,"F",288,1,1,2,"none","bn","Agree",5.66296048013595
"732","18166","T2","know","eagles",8,"F",2111,1,1,2,"none","bn","Agree",7.65491704784832
"733","18166","T2","know","strawberries",8,"F",281,1,1,2,"none","bn","Agree",5.63835466933375
"734","18166","T2","none","herring",7,"F",2346,1,0,2,"none","bn","Agree",7.76046702921342
"735","18166","T2","none","mosquitos",7,"F",845,1,0,2,"none","bn","Agree",6.73933662735717
"736","18166","T2","say","canaries",9,"F",1527,1,1,2,"none","bn","Agree",7.33106030521863
"737","18166","T3","know","ants",5,"F",605,1,1,2,"none","bn","Disagree",6.40522845803084
"738","18166","T3","know","piranhas",5,"F",3721,1,1,2,"none","bn","Disagree",8.22174772834662
"739","18166","T3","none","cicadas",4,"F",578,1,0,2,"none","bn","Disagree",6.35957386867238
"740","18166","T3","none","cod",4,"F",1179,1,0,2,"none","bn","Disagree",7.07242190053737
"741","18166","T3","say","flies",6,"F",300,1,1,2,"none","bn","Disagree",5.7037824746562
"742","18166","T3","say","mackerels",6,"F",1167,1,1,2,"none","bn","Disagree",7.06219163228656
"743","18166","T4","know","owls",11,"F",1724,1,1,2,"none","bn","Agree",7.45240245122364
"744","18166","T4","know","peaches",11,"F",2652,1,1,2,"none","bn","Agree",7.88306935130575
"745","18166","T4","none","apples",10,"F",1422,1,0,2,"none","bn","Agree",7.25981961036319
"746","18166","T4","none","crows",10,"F",3351,1,0,2,"none","bn","Agree",8.11701408773731
"747","18166","T4","say","pears",12,"F",697,1,1,2,"none","bn","Agree",6.54678541076052
"748","18166","T4","say","sparrows",12,"F",839,1,1,2,"none","bn","Agree",6.73221070646721
"749","18166","T5","know","iguanas",17,"F",3263,1,1,2,"none","bn","Disagree",8.09040229659332
"750","18166","T5","know","pigs",17,"F",791,1,1,2,"none","bn","Disagree",6.67329796776765
"751","18166","T5","none","chameleons",16,"F",1078,1,0,2,"none","bn","Disagree",6.98286275146894
"752","18166","T5","none","dogs",16,"F",1772,1,0,2,"none","bn","Disagree",7.47986413116503
"753","18166","T5","say","lizards",18,"F",2730,1,1,2,"none","bn","Disagree",7.91205688817901
"754","18166","T6","know","alligators",14,"F",2570,1,1,2,"none","bn","Disagree",7.85166117788927
"755","18166","T6","know","cats",14,"F",1695,1,1,2,"none","bn","Disagree",7.43543801981455
"756","18166","T6","none","doves",13,"F",590,1,0,2,"none","bn","Disagree",6.38012253689976
"757","18166","T6","none","plums",13,"F",1133,1,0,2,"none","bn","Disagree",7.03262426102801
"758","18166","T6","say","crocodiles",15,"F",1473,1,1,2,"none","bn","Disagree",7.29505641646263
"759","18166","T6","say","horses",15,"F",471,1,1,2,"none","bn","Disagree",6.15485809401642
"760","18169","T1","know","geckos",2,"E",2777,1,1,2,"none","bn","Disagree",7.9291264873068
"761","18169","T1","none","elephants",1,"E",3673,1,0,2,"none","bn","Disagree",8.20876404581967
"762","18169","T1","none","lizards",1,"E",1102,1,0,2,"none","bn","Agree",7.00488198971286
"763","18169","T1","say","anchovies",3,"E",1534,1,1,2,"none","bn","Disagree",7.3356339819272
"764","18169","T1","say","wasps",3,"E",479,1,1,2,"none","bn","Agree",6.17170059741091
"765","18169","T2","know","herring",8,"E",4799,1,1,2,"none","bn","Agree",8.47616284185825
"766","18169","T2","know","mosquitos",8,"E",5623,1,1,2,"none","bn","Agree",8.6346206082922
"767","18169","T2","none","flies",7,"E",1818,1,0,2,"none","bn","Agree",7.50549227473742
"768","18169","T2","none","mackerels",7,"E",2683,1,0,2,"none","bn","Agree",7.89469085042562
"769","18169","T2","say","eagles",9,"E",951,1,1,2,"none","bn","Agree",6.85751406254539
"770","18169","T3","know","cicadas",5,"E",716,1,1,2,"none","bn","Disagree",6.57368016696065
"771","18169","T3","know","cod",5,"E",1444,1,1,2,"none","bn","Disagree",7.27517231945277
"772","18169","T3","none","carp",4,"E",5777,1,0,2,"none","bn","Disagree",8.66163979578127
"773","18169","T3","none","cockroaches",4,"E",769,1,0,2,"none","bn","Disagree",6.64509096950564
"774","18169","T3","say","ants",6,"E",780,1,1,2,"none","bn","Disagree",6.65929391968364
"775","18169","T3","say","piranhas",6,"E",3921,1,1,2,"none","bn","Disagree",8.27410200229233
"776","18169","T4","know","apples",11,"E",4242,1,1,2,"none","bn","Agree",8.35279013512463
"777","18169","T4","know","crows",11,"E",1724,1,1,2,"none","bn","Agree",7.45240245122364
"778","18169","T4","none","bananas",10,"E",1102,1,0,2,"none","bn","Agree",7.00488198971286
"779","18169","T4","none","canaries",10,"E",877,1,0,2,"none","bn","Agree",6.77650699237218
"780","18169","T4","say","owls",12,"E",1089,1,1,2,"none","bn","Agree",6.99301512293296
"781","18169","T4","say","peaches",12,"E",720,1,1,2,"none","bn","Agree",6.5792512120101
"782","18169","T5","know","chameleons",17,"E",1943,1,1,2,"none","bn","Disagree",7.57198844937744
"783","18169","T5","know","dogs",17,"E",1142,1,1,2,"none","bn","Disagree",7.04053639021596
"784","18169","T5","none","horses",16,"E",1313,1,0,2,"none","bn","Disagree",7.1800698743028
"785","18169","T5","say","iguanas",18,"E",708,1,1,2,"none","bn","Disagree",6.56244409369372
"786","18169","T5","say","pigs",18,"E",1563,1,1,2,"none","bn","Disagree",7.35436233042148
"787","18169","T6","know","doves",14,"E",1730,1,1,2,"none","bn","Disagree",7.45587668749182
"788","18169","T6","know","plums",14,"E",1469,1,1,2,"none","bn","Disagree",7.29233717617388
"789","18169","T6","none","pears",13,"E",1084,1,0,2,"none","bn","Disagree",6.98841318199959
"790","18169","T6","none","sparrows",13,"E",2295,1,0,2,"none","bn","Disagree",7.73848812249465
"791","18169","T6","say","cats",15,"E",679,1,1,2,"none","bn","Disagree",6.5206211275587
"792","18184","T1","know","iguanas",2,"C",1034,1,1,2,"none","bn","Disagree",6.94119005506837
"793","18184","T1","none","chameleons",1,"C",1256,1,0,2,"none","bn","Disagree",7.13568734702814
"794","18184","T1","none","dogs",1,"C",1591,1,0,2,"none","bn","Disagree",7.37211802833779
"795","18184","T1","say","elephants",3,"C",4242,1,1,2,"none","bn","Disagree",8.35279013512463
"796","18184","T2","know","ants",8,"C",1531,1,1,2,"none","bn","Agree",7.33367639565768
"797","18184","T2","know","piranhas",8,"C",2782,1,1,2,"none","bn","Agree",7.93092537248339
"798","18184","T2","none","cicadas",7,"C",1366,1,0,2,"none","bn","Agree",7.21964204013074
"799","18184","T2","none","cod",7,"C",732,1,0,2,"none","bn","Agree",6.59578051396131
"800","18184","T2","say","flies",9,"C",783,1,1,2,"none","bn","Agree",6.6631326959908
"801","18184","T2","say","mackerels",9,"C",1355,1,1,2,"none","bn","Agree",7.2115567333138
"802","18184","T3","know","wasps",5,"C",3320,1,1,2,"none","bn","Disagree",8.10772006191053
"803","18184","T3","none","geckos",4,"C",3837,1,0,2,"none","bn","Disagree",8.25244609024695
"804","18184","T3","none","sheep",4,"C",821,1,0,2,"none","bn","Disagree",6.71052310945243
"805","18184","T3","say","carp",6,"C",569,1,1,2,"none","bn","Disagree",6.34388043412633
"806","18184","T3","say","cockroaches",6,"C",476,1,1,2,"none","bn","Disagree",6.16541785423142
"807","18184","T4","know","eagles",11,"C",850,1,1,2,"none","bn","Agree",6.74523634948436
"808","18184","T4","know","strawberries",11,"C",381,1,1,2,"none","bn","Agree",5.9427993751267
"809","18184","T4","none","herring",10,"C",978,1,0,2,"none","bn","Agree",6.88550967003482
"810","18184","T4","none","mosquitos",10,"C",1066,1,0,2,"none","bn","Agree",6.97166860472579
"811","18184","T4","say","bananas",12,"C",1381,1,1,2,"none","bn","Agree",7.23056315340929
"812","18184","T4","say","canaries",12,"C",1271,1,1,2,"none","bn","Agree",7.14755927118945
"813","18184","T5","know","alligators",17,"C",3953,1,1,2,"none","bn","Disagree",8.28223006329669
"814","18184","T5","know","cats",17,"C",525,1,1,2,"none","bn","Disagree",6.26339826259162
"815","18184","T5","none","doves",16,"C",1319,1,0,2,"none","bn","Disagree",7.18462915271731
"816","18184","T5","none","plums",16,"C",842,1,0,2,"none","bn","Disagree",6.73578001424233
"817","18184","T5","say","horses",18,"C",1390,1,1,2,"none","bn","Disagree",7.23705902612474
"818","18184","T6","know","owls",14,"C",565,1,1,2,"none","bn","Disagree",6.33682573114644
"819","18184","T6","know","peaches",14,"C",755,1,1,2,"none","bn","Disagree",6.62671774924902
"820","18184","T6","none","apples",13,"C",500,1,0,2,"none","bn","Disagree",6.21460809842219
"821","18184","T6","none","crows",13,"C",1152,1,0,2,"none","bn","Disagree",7.04925484125584
"822","18184","T6","say","pears",15,"C",485,1,1,2,"none","bn","Disagree",6.18414889093748
"823","18184","T6","say","sparrows",15,"C",708,1,1,2,"none","bn","Disagree",6.56244409369372
"824","18256","T1","know","apples",2,"N",2403,1,1,2,"none","bn","Agree",7.78447323573647
"825","18256","T1","know","crows",2,"N",1867,1,1,2,"none","bn","Agree",7.53208814354172
"826","18256","T1","none","bananas",1,"N",2440,1,0,2,"none","bn","Agree",7.79975331828725
"827","18256","T1","none","canaries",1,"N",725,1,0,2,"none","bn","Agree",6.58617165485467
"828","18256","T1","say","owls",3,"N",811,1,1,2,"none","bn","Agree",6.69826805411541
"829","18256","T1","say","peaches",3,"N",3147,1,1,2,"none","bn","Agree",8.05420489706441
"830","18256","T2","know","chameleons",8,"N",1258,1,1,2,"none","bn","Agree",7.13727843726039
"831","18256","T2","know","dogs",8,"N",1789,1,1,2,"none","bn","Agree",7.48941208350872
"832","18256","T2","none","crocodiles",7,"N",1553,1,0,2,"none","bn","Agree",7.34794382314869
"833","18256","T2","none","horses",7,"N",514,1,0,2,"none","bn","Agree",6.24222326545517
"834","18256","T2","say","iguanas",9,"N",1721,1,1,2,"none","bn","Agree",7.45066079621154
"835","18256","T2","say","pigs",9,"N",1185,1,1,2,"none","bn","Agree",7.07749805356923
"836","18256","T3","know","doves",5,"N",1173,1,1,2,"none","bn","Disagree",7.06731984865348
"837","18256","T3","know","plums",5,"N",1212,1,1,2,"none","bn","Disagree",7.10002716662926
"838","18256","T3","none","pears",4,"N",998,1,0,2,"none","bn","Disagree",6.90575327631146
"839","18256","T3","none","sparrows",4,"N",1137,1,0,2,"none","bn","Disagree",7.03614849375054
"840","18256","T3","say","cats",6,"N",669,1,1,2,"none","bn","Disagree",6.50578406012823
"841","18256","T4","know","geckos",11,"N",1206,1,1,2,"none","bn","Agree",7.09506437728713
"842","18256","T4","know","sheep",11,"N",1403,1,1,2,"none","bn","Agree",7.24636808010246
"843","18256","T4","none","elephants",10,"N",1419,1,0,2,"none","bn","Agree",7.25770767716004
"844","18256","T4","none","lizards",10,"N",1612,1,0,2,"none","bn","Agree",7.38523092306657
"845","18256","T4","say","wasps",12,"N",2615,1,1,2,"none","bn","Agree",7.86901937649902
