"","Time.results.were.received","MD5.hash.of.participant.s.IP.address","Controller.name","Item.number","Element.number","Type","Group.Ibex","PennElementType","PennElementName","Parameter","Value","EventTime","ID","SentNumber","WhichCategory","Matrix","Subject","Predicate","SentType","Negation","CompTruth","SubStat","Token","MatchingCategory","MismatchingCategory","Group","Comments","study","order","goal","Study"
"1492",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",29,1,"test","NULL","PennController","30","_Trial_","Start",1589648903229,"A1RT9SQ9D9DLOV","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","salmon","fishes","birds","A","NULL","cb","1","MS",NA
"1493",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",29,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589648903595,"A1RT9SQ9D9DLOV","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","salmon","fishes","birds","A","NULL","cb","1","MS",NA
"1494",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",29,1,"test","NULL","PennController","30","_Trial_","End",1589648903596,"A1RT9SQ9D9DLOV","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","salmon","fishes","birds","A","NULL","cb","1","MS",NA
"1495",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",31,0,"test","NULL","Zoologists know that tunas are birds","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1496",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",31,1,"test","NULL","PennController","32","_Trial_","Start",1589648905615,"A1RT9SQ9D9DLOV","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","tunas","fishes","birds","A","NULL","cb","1","MS",NA
"1497",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",31,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589648905979,"A1RT9SQ9D9DLOV","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","tunas","fishes","birds","A","NULL","cb","1","MS",NA
"1498",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",31,1,"test","NULL","PennController","32","_Trial_","End",1589648905980,"A1RT9SQ9D9DLOV","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","tunas","fishes","birds","A","NULL","cb","1","MS",NA
"1499",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",35,0,"test","NULL","Zoologists don't know that cobras are mammals","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1500",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",35,1,"test","NULL","PennController","36","_Trial_","Start",1589648908360,"A1RT9SQ9D9DLOV","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","cobras","reptiles","mammals","A","NULL","cb","1","MS",NA
"1501",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",35,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589648910548,"A1RT9SQ9D9DLOV","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","cobras","reptiles","mammals","A","NULL","cb","1","MS",NA
"1502",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",35,1,"test","NULL","PennController","36","_Trial_","End",1589648910548,"A1RT9SQ9D9DLOV","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","cobras","reptiles","mammals","A","NULL","cb","1","MS",NA
"1503",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",37,0,"test","NULL","Babies don't know that tortoises are reptiles","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1504",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",37,1,"test","NULL","PennController","38","_Trial_","Start",1589648912924,"A1RT9SQ9D9DLOV","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","tortoises","reptiles","mammals","A","NULL","cb","1","MS",NA
"1505",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",37,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589648913627,"A1RT9SQ9D9DLOV","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","tortoises","reptiles","mammals","A","NULL","cb","1","MS",NA
"1506",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",37,1,"test","NULL","PennController","38","_Trial_","End",1589648913628,"A1RT9SQ9D9DLOV","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","tortoises","reptiles","mammals","A","NULL","cb","1","MS",NA
"1507",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",43,0,"test","NULL","Babies say that pigeons are reptiles","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1508",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",43,1,"test","NULL","PennController","44","_Trial_","Start",1589648915649,"A1RT9SQ9D9DLOV","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","pigeons","birds","reptiles","A","NULL","cb","1","MS",NA
"1509",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",43,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589648916011,"A1RT9SQ9D9DLOV","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","pigeons","birds","reptiles","A","NULL","cb","1","MS",NA
"1510",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",43,1,"test","NULL","PennController","44","_Trial_","End",1589648916012,"A1RT9SQ9D9DLOV","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","pigeons","birds","reptiles","A","NULL","cb","1","MS",NA
"1511",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",36,0,"test","NULL","Zoologists don't know that ticks are fishes","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1512",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",36,1,"test","NULL","PennController","37","_Trial_","Start",1589648918385,"A1RT9SQ9D9DLOV","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","ticks","insects","fishes","A","NULL","cb","1","MS",NA
"1513",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",36,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589648919307,"A1RT9SQ9D9DLOV","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","ticks","insects","fishes","A","NULL","cb","1","MS",NA
"1514",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",36,1,"test","NULL","PennController","37","_Trial_","End",1589648919308,"A1RT9SQ9D9DLOV","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","ticks","insects","fishes","A","NULL","cb","1","MS",NA
"1515",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",34,0,"test","NULL","Zoologists don't know that cows are mammals","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1516",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",34,1,"test","NULL","PennController","35","_Trial_","Start",1589648921683,"A1RT9SQ9D9DLOV","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","cows","mammals","fruit","A","NULL","cb","1","MS",NA
"1517",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",34,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589648922803,"A1RT9SQ9D9DLOV","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","cows","mammals","fruit","A","NULL","cb","1","MS",NA
"1518",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",34,1,"test","NULL","PennController","35","_Trial_","End",1589648922804,"A1RT9SQ9D9DLOV","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","cows","mammals","fruit","A","NULL","cb","1","MS",NA
"1519",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",42,0,"test","NULL","Zoologists don't say that watermellon are insects","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1520",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",42,1,"test","NULL","PennController","43","_Trial_","Start",1589648925176,"A1RT9SQ9D9DLOV","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","watermellon","fruits","insects","A","NULL","cb","1","MS",NA
"1521",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",42,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589648925563,"A1RT9SQ9D9DLOV","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","watermellon","fruits","insects","A","NULL","cb","1","MS",NA
"1522",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",42,1,"test","NULL","PennController","43","_Trial_","End",1589648925565,"A1RT9SQ9D9DLOV","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","watermellon","fruits","insects","A","NULL","cb","1","MS",NA
"1523",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",30,0,"test","NULL","Zoologists know that bears are mammals","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1524",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",30,1,"test","NULL","PennController","31","_Trial_","Start",1589648927586,"A1RT9SQ9D9DLOV","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","bears","mammals","fruit","A","NULL","cb","1","MS",NA
"1525",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",30,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589648927923,"A1RT9SQ9D9DLOV","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","bears","mammals","fruit","A","NULL","cb","1","MS",NA
"1526",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",30,1,"test","NULL","PennController","31","_Trial_","End",1589648927924,"A1RT9SQ9D9DLOV","1","Matching","Zoologists know that","Token","Category","T4",0,1,"expert","bears","mammals","fruit","A","NULL","cb","1","MS",NA
"1527",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",46,0,"test","NULL","Babies say that oranges are fruits","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1528",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",46,1,"test","NULL","PennController","47","_Trial_","Start",1589648929947,"A1RT9SQ9D9DLOV","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","oranges","fruits","insects","A","NULL","cb","1","MS",NA
"1529",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",46,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589648930171,"A1RT9SQ9D9DLOV","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","oranges","fruits","insects","A","NULL","cb","1","MS",NA
"1530",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",46,1,"test","NULL","PennController","47","_Trial_","End",1589648930171,"A1RT9SQ9D9DLOV","9","Matching","Babies say that","Token","Category","T9",0,1,"novice","oranges","fruits","insects","A","NULL","cb","1","MS",NA
"1531",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",40,0,"test","NULL","Babies don't know that bees are fishes","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1532",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",40,1,"test","NULL","PennController","41","_Trial_","Start",1589648932545,"A1RT9SQ9D9DLOV","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","bees","insects","fishes","A","NULL","cb","1","MS",NA
"1533",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",40,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589648934019,"A1RT9SQ9D9DLOV","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","bees","insects","fishes","A","NULL","cb","1","MS",NA
"1534",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",40,1,"test","NULL","PennController","41","_Trial_","End",1589648934020,"A1RT9SQ9D9DLOV","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","bees","insects","fishes","A","NULL","cb","1","MS",NA
"1535",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",32,0,"test","NULL","Zoologists know that monkeys are fruit","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1536",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",32,1,"test","NULL","PennController","33","_Trial_","Start",1589648936039,"A1RT9SQ9D9DLOV","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","monkeys","mammals","fruit","A","NULL","cb","1","MS",NA
"1537",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",32,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589648936492,"A1RT9SQ9D9DLOV","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","monkeys","mammals","fruit","A","NULL","cb","1","MS",NA
"1538",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",32,1,"test","NULL","PennController","33","_Trial_","End",1589648936492,"A1RT9SQ9D9DLOV","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","monkeys","mammals","fruit","A","NULL","cb","1","MS",NA
"1539",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",44,0,"test","NULL","Babies say that kiwis are insects","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1540",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",44,1,"test","NULL","PennController","45","_Trial_","Start",1589648938512,"A1RT9SQ9D9DLOV","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","kiwis","fruits","insects","A","NULL","cb","1","MS",NA
"1541",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",44,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589648938907,"A1RT9SQ9D9DLOV","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","kiwis","fruits","insects","A","NULL","cb","1","MS",NA
"1542",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",44,1,"test","NULL","PennController","45","_Trial_","End",1589648938907,"A1RT9SQ9D9DLOV","8","Mismatching","Babies say that","Token","Category","T8",0,0,"novice","kiwis","fruits","insects","A","NULL","cb","1","MS",NA
"1543",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",33,0,"test","NULL","Zoologists don't know that trouts are fishes","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1544",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",33,1,"test","NULL","PennController","34","_Trial_","Start",1589648941279,"A1RT9SQ9D9DLOV","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","trouts","fishes","birds","A","NULL","cb","1","MS",NA
"1545",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",33,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1589648942403,"A1RT9SQ9D9DLOV","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","trouts","fishes","birds","A","NULL","cb","1","MS",NA
"1546",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",33,1,"test","NULL","PennController","34","_Trial_","End",1589648942404,"A1RT9SQ9D9DLOV","3","Matching","Zoologists don't know that","Token","Category","T3",1,1,"expert","trouts","fishes","birds","A","NULL","cb","1","MS",NA
"1547",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",38,0,"test","NULL","Babies don't know that beetles are insects","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1548",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",38,1,"test","NULL","PennController","39","_Trial_","Start",1589648944779,"A1RT9SQ9D9DLOV","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","beetles","insects","fishes","A","NULL","cb","1","MS",NA
"1549",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",38,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589648945539,"A1RT9SQ9D9DLOV","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","beetles","insects","fishes","A","NULL","cb","1","MS",NA
"1550",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",38,1,"test","NULL","PennController","39","_Trial_","End",1589648945541,"A1RT9SQ9D9DLOV","5","Matching","Babies don't know that","Token","Category","T6",1,1,"novice","beetles","insects","fishes","A","NULL","cb","1","MS",NA
"1551",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","DashedSentence",39,0,"test","NULL","Babies don't know that pythons are mammals","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1552",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",39,1,"test","NULL","PennController","40","_Trial_","Start",1589648947913,"A1RT9SQ9D9DLOV","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","pythons","reptiles","mammals","A","NULL","cb","1","MS",NA
"1553",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",39,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1589648949011,"A1RT9SQ9D9DLOV","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","pythons","reptiles","mammals","A","NULL","cb","1","MS",NA
"1554",1589648966,"5ee20c0d9ebb6594579dfc6819816f50","PennController",39,1,"test","NULL","PennController","40","_Trial_","End",1589648949011,"A1RT9SQ9D9DLOV","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","pythons","reptiles","mammals","A","NULL","cb","1","MS",NA
"1555",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",0,0,"intro","NULL","PennController","0","_Trial_","Start",1589649230471,"A2R8IV2PWFTY00","NULL","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1556",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",0,0,"intro","NULL","TextInput","ID","Final","A2R8IV2PWFTY00",1589649240731,"A2R8IV2PWFTY00","NULL","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1557",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",0,0,"intro","NULL","PennController","0","_Trial_","End",1589649240731,"A2R8IV2PWFTY00","NULL","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1558",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","Start",1589649240736,"NULL","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1559",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","End",1589649251832,"NULL","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1560",1589649410,"446b5e471f1cdf3f88a3404fb019821f","DashedSentence",2,0,"Train","NULL","Houses can be made of wood","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1561",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",2,1,"Train","NULL","PennController","4","_Trial_","Start",1589649253930,"A2R8IV2PWFTY00","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1562",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",2,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1589649253935,"A2R8IV2PWFTY00","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1563",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",2,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1589649258796,"A2R8IV2PWFTY00","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1564",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",2,1,"Train","NULL","PennController","4","_Trial_","End",1589649258800,"A2R8IV2PWFTY00","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1565",1589649410,"446b5e471f1cdf3f88a3404fb019821f","DashedSentence",3,0,"Train","NULL","Airplanes fly under water","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1566",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",3,1,"Train","NULL","PennController","5","_Trial_","Start",1589649260157,"A2R8IV2PWFTY00","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1567",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",3,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1589649260163,"A2R8IV2PWFTY00","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1568",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",3,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1589649262859,"A2R8IV2PWFTY00","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1569",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",3,1,"Train","NULL","PennController","5","_Trial_","End",1589649262861,"A2R8IV2PWFTY00","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1570",1589649410,"446b5e471f1cdf3f88a3404fb019821f","DashedSentence",4,0,"Train","NULL","Dinosaurs are extinct","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1571",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",4,1,"Train","NULL","PennController","6","_Trial_","Start",1589649263864,"A2R8IV2PWFTY00","train_T","Dinosaurs are extinct","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1572",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",4,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1589649263869,"A2R8IV2PWFTY00","train_T","Dinosaurs are extinct","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1573",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",4,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1589649264971,"A2R8IV2PWFTY00","train_T","Dinosaurs are extinct","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1574",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",4,1,"Train","NULL","PennController","6","_Trial_","End",1589649264972,"A2R8IV2PWFTY00","train_T","Dinosaurs are extinct","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1575",1589649410,"446b5e471f1cdf3f88a3404fb019821f","DashedSentence",5,0,"Train","NULL","California is the capitol of the US","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1576",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",5,1,"Train","NULL","PennController","7","_Trial_","Start",1589649267448,"A2R8IV2PWFTY00","train_F","California is the capitol of the US","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1577",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",5,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1589649267450,"A2R8IV2PWFTY00","train_F","California is the capitol of the US","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1578",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",5,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1589649268766,"A2R8IV2PWFTY00","train_F","California is the capitol of the US","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1579",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",5,1,"Train","NULL","PennController","7","_Trial_","End",1589649268767,"A2R8IV2PWFTY00","train_F","California is the capitol of the US","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1580",1589649410,"446b5e471f1cdf3f88a3404fb019821f","DashedSentence",6,0,"Train","NULL","Historians think that George Washington was a US president","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1581",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",6,1,"Train","NULL","PennController","8","_Trial_","Start",1589649271966,"A2R8IV2PWFTY00","train_think_T","Historians think that George Washington was a US president","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1582",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",6,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1589649271971,"A2R8IV2PWFTY00","train_think_T","Historians think that George Washington was a US president","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1583",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",6,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1589649272681,"A2R8IV2PWFTY00","train_think_T","Historians think that George Washington was a US president","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1584",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",6,1,"Train","NULL","PennController","8","_Trial_","End",1589649272683,"A2R8IV2PWFTY00","train_think_T","Historians think that George Washington was a US president","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
"1585",1589649410,"446b5e471f1cdf3f88a3404fb019821f","DashedSentence",7,0,"Train","NULL","Geographers think that Spain is in Africa","","","",NA,"","","","","","","",NA,NA,"","","","","","","cb","1","MS",NA
"1586",1589649410,"446b5e471f1cdf3f88a3404fb019821f","PennController",7,1,"Train","NULL","PennController","9","_Trial_","Start",1589649275173,"A2R8IV2PWFTY00","train_think_F","Geographers think that Spain is in Africa","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","",NA,NA,"","","","","","","cb","1","MS",NA
