"","ID","SentType","Token","SentNumber","Group","RT","N","SubStat","Negation","CompTruth","Matrix","order","goal","study","Value","logRT"
"2051","19474","T9","salmon",9,"B",1384,1,"novice",0,1,"Babies say that",2,"none","cb","Agree",7.23273313617761
"2052","19474","T9","salmon",9,"B",1384,1,"novice",0,1,"Babies say that",2,"none","cb","Agree",7.23273313617761
"2053","19489","T1","bears",4,"G",3162,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",8.05896001776942
"2054","19489","T1","bears",4,"G",3162,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",8.05896001776942
"2055","19489","T1","salmon",4,"G",2513,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",7.82923253754359
"2056","19489","T1","salmon",4,"G",2513,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",7.82923253754359
"2057","19489","T2","kiwis",2,"G",1280,1,"expert",0,0,"Zoologists know that",1,"none","cb","Disagree",7.15461535691366
"2058","19489","T2","kiwis",2,"G",1280,1,"expert",0,0,"Zoologists know that",1,"none","cb","Disagree",7.15461535691366
"2059","19489","T2","pigeons",2,"G",686,1,"expert",0,0,"Zoologists know that",1,"none","cb","Disagree",6.53087762772588
"2060","19489","T2","pigeons",2,"G",686,1,"expert",0,0,"Zoologists know that",1,"none","cb","Disagree",6.53087762772588
"2061","19489","T3","oranges",3,"G",924,1,"expert",1,1,"Zoologists don't know that",1,"none","cb","Disagree",6.82871207164168
"2062","19489","T3","oranges",3,"G",924,1,"expert",1,1,"Zoologists don't know that",1,"none","cb","Disagree",6.82871207164168
"2063","19489","T3","vultures",3,"G",1761,1,"expert",1,1,"Zoologists don't know that",1,"none","cb","Disagree",7.47363710849621
"2064","19489","T3","vultures",3,"G",1761,1,"expert",1,1,"Zoologists don't know that",1,"none","cb","Disagree",7.47363710849621
"2065","19489","T4","parrots",1,"G",952,1,"expert",0,1,"Zoologists know that",1,"none","cb","Agree",6.85856503479136
"2066","19489","T4","parrots",1,"G",952,1,"expert",0,1,"Zoologists know that",1,"none","cb","Agree",6.85856503479136
"2067","19489","T4","watermellon",1,"G",489,1,"expert",0,1,"Zoologists know that",1,"none","cb","Agree",6.19236248947487
"2068","19489","T4","watermellon",1,"G",489,1,"expert",0,1,"Zoologists know that",1,"none","cb","Agree",6.19236248947487
"2069","19489","T5","cows",6,"G",3945,1,"novice",1,0,"Babies don't know that",1,"none","cb","Agree",8.28020423327997
"2070","19489","T5","cows",6,"G",3945,1,"novice",1,0,"Babies don't know that",1,"none","cb","Agree",8.28020423327997
"2071","19489","T5","trouts",6,"G",2289,1,"novice",1,0,"Babies don't know that",1,"none","cb","Agree",7.73587031995257
"2072","19489","T5","trouts",6,"G",2289,1,"novice",1,0,"Babies don't know that",1,"none","cb","Agree",7.73587031995257
"2073","19489","T6","monkeys",5,"G",622,1,"novice",1,1,"Babies don't know that",1,"none","cb","Agree",6.43294009273918
"2074","19489","T6","monkeys",5,"G",622,1,"novice",1,1,"Babies don't know that",1,"none","cb","Agree",6.43294009273918
"2075","19489","T6","tunas",5,"G",969,1,"novice",1,1,"Babies don't know that",1,"none","cb","Agree",6.87626461189077
"2076","19489","T6","tunas",5,"G",969,1,"novice",1,1,"Babies don't know that",1,"none","cb","Agree",6.87626461189077
"2077","19489","T7","cobras",7,"G",2400,1,"expert",1,0,"Zoologists don't say that",1,"none","cb","Agree",7.78322401633604
"2078","19489","T7","cobras",7,"G",2400,1,"expert",1,0,"Zoologists don't say that",1,"none","cb","Agree",7.78322401633604
"2079","19489","T7","ticks",7,"G",1511,1,"expert",1,0,"Zoologists don't say that",1,"none","cb","Agree",7.32052696227274
"2080","19489","T7","ticks",7,"G",1511,1,"expert",1,0,"Zoologists don't say that",1,"none","cb","Agree",7.32052696227274
"2081","19489","T8","beetles",8,"G",1012,1,"novice",0,0,"Babies say that",1,"none","cb","Disagree",6.91968384984741
"2082","19489","T8","beetles",8,"G",1012,1,"novice",0,0,"Babies say that",1,"none","cb","Disagree",6.91968384984741
"2083","19489","T8","tortoises",8,"G",817,1,"novice",0,0,"Babies say that",1,"none","cb","Disagree",6.70563909486
"2084","19489","T8","tortoises",8,"G",817,1,"novice",0,0,"Babies say that",1,"none","cb","Disagree",6.70563909486
"2085","19489","T9","bees",9,"G",398,1,"novice",0,1,"Babies say that",1,"none","cb","Agree",5.98645200528444
"2086","19489","T9","bees",9,"G",398,1,"novice",0,1,"Babies say that",1,"none","cb","Agree",5.98645200528444
"2087","19489","T9","pythons",9,"G",608,1,"novice",0,1,"Babies say that",1,"none","cb","Agree",6.41017488196617
"2088","19489","T9","pythons",9,"G",608,1,"novice",0,1,"Babies say that",1,"none","cb","Agree",6.41017488196617
"2089","19492","T1","cobras",4,"A",8673,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Disagree",9.06797003068446
"2090","19492","T1","cobras",4,"A",8673,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Agree",9.06797003068446
"2091","19492","T1","ticks",4,"A",9424,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Disagree",9.15101490589137
"2092","19492","T1","ticks",4,"A",9424,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Agree",9.15101490589137
"2093","19492","T2","monkeys",2,"A",2344,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",7.7596141506969
"2094","19492","T2","monkeys",2,"A",2344,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",7.7596141506969
"2095","19492","T2","tunas",2,"A",1193,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",7.08422642209792
"2096","19492","T2","tunas",2,"A",1193,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",7.08422642209792
"2097","19492","T3","cows",3,"A",1058,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",6.96413561241824
"2098","19492","T3","cows",3,"A",1058,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",6.96413561241824
"2099","19492","T3","trouts",3,"A",850,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",6.74523634948436
"2100","19492","T3","trouts",3,"A",850,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",6.74523634948436
"2101","19492","T4","bears",1,"A",760,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",6.63331843328038
"2102","19492","T4","bears",1,"A",760,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",6.63331843328038
"2103","19492","T4","salmon",1,"A",463,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",6.13772705408623
"2104","19492","T4","salmon",1,"A",463,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",6.13772705408623
"2105","19492","T5","bees",6,"A",4703,1,"novice",1,0,"Babies don't know that",2,"none","cb","Agree",8.45595588194505
"2106","19492","T5","bees",6,"A",4703,1,"novice",1,0,"Babies don't know that",2,"none","cb","Disagree",8.45595588194505
"2107","19492","T5","pythons",6,"A",35788,1,"novice",1,0,"Babies don't know that",2,"none","cb","Agree",10.4853679206675
"2108","19492","T5","pythons",6,"A",35788,1,"novice",1,0,"Babies don't know that",2,"none","cb","Disagree",10.4853679206675
"2109","19492","T6","beetles",5,"A",6543,1,"novice",1,1,"Babies don't know that",2,"none","cb","Agree",8.78615105486974
"2110","19492","T6","beetles",5,"A",6543,1,"novice",1,1,"Babies don't know that",2,"none","cb","Agree",8.78615105486974
"2111","19492","T6","tortoises",5,"A",626,1,"novice",1,1,"Babies don't know that",2,"none","cb","Agree",6.4393503711001
"2112","19492","T6","tortoises",5,"A",626,1,"novice",1,1,"Babies don't know that",2,"none","cb","Agree",6.4393503711001
"2113","19492","T7","parrots",7,"A",1625,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",7.39326309476384
"2114","19492","T7","parrots",7,"A",1625,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",7.39326309476384
"2115","19492","T7","watermellon",7,"A",1925,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",7.56268124672188
"2116","19492","T7","watermellon",7,"A",1925,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",7.56268124672188
"2117","19492","T8","kiwis",8,"A",1636,1,"novice",0,0,"Babies say that",2,"none","cb","Agree",7.40000951716269
"2118","19492","T8","kiwis",8,"A",1636,1,"novice",0,0,"Babies say that",2,"none","cb","Agree",7.40000951716269
"2119","19492","T8","pigeons",8,"A",1690,1,"novice",0,0,"Babies say that",2,"none","cb","Agree",7.43248380791712
"2120","19492","T8","pigeons",8,"A",1690,1,"novice",0,0,"Babies say that",2,"none","cb","Agree",7.43248380791712
"2121","19492","T9","oranges",9,"A",2788,1,"novice",0,1,"Babies say that",2,"none","cb","Agree",7.93307977188041
"2122","19492","T9","oranges",9,"A",2788,1,"novice",0,1,"Babies say that",2,"none","cb","Agree",7.93307977188041
"2123","19492","T9","vultures",9,"A",1918,1,"novice",0,1,"Babies say that",2,"none","cb","Agree",7.55903825544338
"2124","19492","T9","vultures",9,"A",1918,1,"novice",0,1,"Babies say that",2,"none","cb","Agree",7.55903825544338
"2125","19537","T1","bees",4,"C",816,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Disagree",6.70441435496411
"2126","19537","T1","bees",4,"C",816,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Agree",6.70441435496411
"2127","19537","T1","pythons",4,"C",656,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Disagree",6.48616078894409
"2128","19537","T1","pythons",4,"C",656,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Agree",6.48616078894409
"2129","19537","T2","cobras",2,"C",473,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",6.15909538849193
"2130","19537","T2","cobras",2,"C",473,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",6.15909538849193
"2131","19537","T2","ticks",2,"C",1078,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",6.98286275146894
"2132","19537","T2","ticks",2,"C",1078,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",6.98286275146894
"2133","19537","T3","beetles",3,"C",653,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",6.48157712927643
"2134","19537","T3","beetles",3,"C",653,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",6.48157712927643
"2135","19537","T3","tortoises",3,"C",4055,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",8.30770596654951
"2136","19537","T3","tortoises",3,"C",4055,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",8.30770596654951
"2137","19537","T4","cows",1,"C",499,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",6.21260609575152
"2138","19537","T4","cows",1,"C",499,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",6.21260609575152
"2139","19537","T4","trouts",1,"C",318,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",5.76205138278018
"2140","19537","T4","trouts",1,"C",318,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",5.76205138278018
"2141","19537","T5","kiwis",6,"C",991,1,"novice",1,0,"Babies don't know that",2,"none","cb","Disagree",6.89871453432999
"2142","19537","T5","kiwis",6,"C",991,1,"novice",1,0,"Babies don't know that",2,"none","cb","Disagree",6.89871453432999
"2143","19537","T5","pigeons",6,"C",500,1,"novice",1,0,"Babies don't know that",2,"none","cb","Disagree",6.21460809842219
"2144","19537","T5","pigeons",6,"C",500,1,"novice",1,0,"Babies don't know that",2,"none","cb","Disagree",6.21460809842219
"2145","19537","T6","parrots",5,"C",1230,1,"novice",1,1,"Babies don't know that",2,"none","cb","Disagree",7.11476944836646
"2146","19537","T6","parrots",5,"C",1230,1,"novice",1,1,"Babies don't know that",2,"none","cb","Agree",7.11476944836646
"2147","19537","T6","watermellon",5,"C",1642,1,"novice",1,1,"Babies don't know that",2,"none","cb","Disagree",7.40367029001237
"2148","19537","T6","watermellon",5,"C",1642,1,"novice",1,1,"Babies don't know that",2,"none","cb","Agree",7.40367029001237
"2149","19537","T7","oranges",7,"C",1563,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",7.35436233042148
"2150","19537","T7","oranges",7,"C",1563,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",7.35436233042148
"2151","19537","T7","vultures",7,"C",683,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",6.52649485957079
"2152","19537","T7","vultures",7,"C",683,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",6.52649485957079
"2153","19537","T8","bears",8,"C",353,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",5.8664680569333
"2154","19537","T8","bears",8,"C",353,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",5.8664680569333
"2155","19537","T8","salmon",8,"C",1274,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",7.14991683613211
"2156","19537","T8","salmon",8,"C",1274,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",7.14991683613211
"2157","19537","T9","monkeys",9,"C",311,1,"novice",0,1,"Babies say that",2,"none","cb","Agree",5.73979291217923
"2158","19537","T9","monkeys",9,"C",311,1,"novice",0,1,"Babies say that",2,"none","cb","Disagree",5.73979291217923
"2159","19537","T9","tunas",9,"C",2136,1,"novice",0,1,"Babies say that",2,"none","cb","Agree",7.66669020008009
"2160","19537","T9","tunas",9,"C",2136,1,"novice",0,1,"Babies say that",2,"none","cb","Disagree",7.66669020008009
"2161","19642","T1","bees",4,"C",7489,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Disagree",8.92119055624937
"2162","19642","T1","bees",4,"C",7489,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Agree",8.92119055624937
"2163","19642","T1","pythons",4,"C",3225,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Disagree",8.07868822922987
"2164","19642","T1","pythons",4,"C",3225,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Agree",8.07868822922987
"2165","19642","T2","cobras",2,"C",4053,1,"expert",0,0,"Zoologists know that",2,"none","cb","Agree",8.30721262662831
"2166","19642","T2","cobras",2,"C",4053,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",8.30721262662831
"2167","19642","T2","ticks",2,"C",756,1,"expert",0,0,"Zoologists know that",2,"none","cb","Agree",6.62804137617953
"2168","19642","T2","ticks",2,"C",756,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",6.62804137617953
"2169","19642","T3","beetles",3,"C",2274,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",7.72929567431048
"2170","19642","T3","beetles",3,"C",2274,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",7.72929567431048
"2171","19642","T3","tortoises",3,"C",3960,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",8.28399930424853
"2172","19642","T3","tortoises",3,"C",3960,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",8.28399930424853
"2173","19642","T4","cows",1,"C",3203,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",8.07184314960916
"2174","19642","T4","cows",1,"C",3203,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",8.07184314960916
"2175","19642","T4","trouts",1,"C",2183,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",7.68845535654994
"2176","19642","T4","trouts",1,"C",2183,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",7.68845535654994
"2177","19642","T5","kiwis",6,"C",2521,1,"novice",1,0,"Babies don't know that",2,"none","cb","Disagree",7.83241092718792
"2178","19642","T5","kiwis",6,"C",2521,1,"novice",1,0,"Babies don't know that",2,"none","cb","Agree",7.83241092718792
"2179","19642","T5","pigeons",6,"C",4031,1,"novice",1,0,"Babies don't know that",2,"none","cb","Disagree",8.30176976311717
"2180","19642","T5","pigeons",6,"C",4031,1,"novice",1,0,"Babies don't know that",2,"none","cb","Agree",8.30176976311717
"2181","19642","T6","parrots",5,"C",2677,1,"novice",1,1,"Babies don't know that",2,"none","cb","Agree",7.89245204352035
"2182","19642","T6","parrots",5,"C",2677,1,"novice",1,1,"Babies don't know that",2,"none","cb","Agree",7.89245204352035
"2183","19642","T6","watermellon",5,"C",2888,1,"novice",1,1,"Babies don't know that",2,"none","cb","Agree",7.96831950001272
"2184","19642","T6","watermellon",5,"C",2888,1,"novice",1,1,"Babies don't know that",2,"none","cb","Agree",7.96831950001272
"2185","19642","T7","oranges",7,"C",4211,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",8.34545542816193
"2186","19642","T7","oranges",7,"C",4211,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",8.34545542816193
"2187","19642","T7","vultures",7,"C",2278,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",7.73105314400713
"2188","19642","T7","vultures",7,"C",2278,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",7.73105314400713
"2189","19642","T8","bears",8,"C",986,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",6.89365635460264
"2190","19642","T8","bears",8,"C",986,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",6.89365635460264
"2191","19642","T8","salmon",8,"C",2137,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",7.66715825531915
"2192","19642","T8","salmon",8,"C",2137,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",7.66715825531915
"2193","19642","T9","monkeys",9,"C",1089,1,"novice",0,1,"Babies say that",2,"none","cb","Disagree",6.99301512293296
"2194","19642","T9","monkeys",9,"C",1089,1,"novice",0,1,"Babies say that",2,"none","cb","Disagree",6.99301512293296
"2195","19642","T9","tunas",9,"C",1762,1,"novice",0,1,"Babies say that",2,"none","cb","Disagree",7.47420480649612
"2196","19642","T9","tunas",9,"C",1762,1,"novice",0,1,"Babies say that",2,"none","cb","Disagree",7.47420480649612
"2197","19654","T1","beetles",4,"B",3363,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",8.12058871174027
"2198","19654","T1","beetles",4,"B",3363,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",8.12058871174027
"2199","19654","T1","tortoises",4,"B",1950,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",7.57558465155779
"2200","19654","T1","tortoises",4,"B",1950,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",7.57558465155779
"2201","19654","T2","cows",2,"B",946,1,"expert",0,0,"Zoologists know that",1,"none","cb","Disagree",6.85224256905188
"2202","19654","T2","cows",2,"B",946,1,"expert",0,0,"Zoologists know that",1,"none","cb","Disagree",6.85224256905188
"2203","19654","T2","trouts",2,"B",604,1,"expert",0,0,"Zoologists know that",1,"none","cb","Disagree",6.40357419793482
"2204","19654","T2","trouts",2,"B",604,1,"expert",0,0,"Zoologists know that",1,"none","cb","Disagree",6.40357419793482
"2205","19654","T3","cobras",3,"B",1040,1,"expert",1,1,"Zoologists don't know that",1,"none","cb","Disagree",6.94697599213542
"2206","19654","T3","cobras",3,"B",1040,1,"expert",1,1,"Zoologists don't know that",1,"none","cb","Disagree",6.94697599213542
"2207","19654","T3","ticks",3,"B",7781,1,"expert",1,1,"Zoologists don't know that",1,"none","cb","Disagree",8.95944014361693
"2208","19654","T3","ticks",3,"B",7781,1,"expert",1,1,"Zoologists don't know that",1,"none","cb","Disagree",8.95944014361693
"2209","19654","T4","monkeys",1,"B",1971,1,"expert",0,1,"Zoologists know that",1,"none","cb","Agree",7.58629630715272
"2210","19654","T4","monkeys",1,"B",1971,1,"expert",0,1,"Zoologists know that",1,"none","cb","Agree",7.58629630715272
"2211","19654","T4","tunas",1,"B",1978,1,"expert",0,1,"Zoologists know that",1,"none","cb","Agree",7.58984151218266
"2212","19654","T4","tunas",1,"B",1978,1,"expert",0,1,"Zoologists know that",1,"none","cb","Agree",7.58984151218266
"2213","19654","T5","parrots",6,"B",2949,1,"novice",1,0,"Babies don't know that",1,"none","cb","Agree",7.98922140881528
"2214","19654","T5","parrots",6,"B",2949,1,"novice",1,0,"Babies don't know that",1,"none","cb","Disagree",7.98922140881528
"2215","19654","T5","watermellon",6,"B",3761,1,"novice",1,0,"Babies don't know that",1,"none","cb","Agree",8.23244015847034
"2216","19654","T5","watermellon",6,"B",3761,1,"novice",1,0,"Babies don't know that",1,"none","cb","Disagree",8.23244015847034
"2217","19654","T6","bees",5,"B",2974,1,"novice",1,1,"Babies don't know that",1,"none","cb","Agree",7.9976631270201
"2218","19654","T6","bees",5,"B",2974,1,"novice",1,1,"Babies don't know that",1,"none","cb","Agree",7.9976631270201
"2219","19654","T6","pythons",5,"B",3784,1,"novice",1,1,"Babies don't know that",1,"none","cb","Agree",8.23853693017177
"2220","19654","T6","pythons",5,"B",3784,1,"novice",1,1,"Babies don't know that",1,"none","cb","Agree",8.23853693017177
"2221","19654","T7","kiwis",7,"B",4286,1,"expert",1,0,"Zoologists don't say that",1,"none","cb","Agree",8.36310917603352
"2222","19654","T7","kiwis",7,"B",4286,1,"expert",1,0,"Zoologists don't say that",1,"none","cb","Disagree",8.36310917603352
"2223","19654","T7","pigeons",7,"B",2326,1,"expert",1,0,"Zoologists don't say that",1,"none","cb","Agree",7.75190533307861
"2224","19654","T7","pigeons",7,"B",2326,1,"expert",1,0,"Zoologists don't say that",1,"none","cb","Disagree",7.75190533307861
"2225","19654","T8","oranges",8,"B",650,1,"novice",0,0,"Babies say that",1,"none","cb","Disagree",6.47697236288968
"2226","19654","T8","oranges",8,"B",650,1,"novice",0,0,"Babies say that",1,"none","cb","Disagree",6.47697236288968
"2227","19654","T8","vultures",8,"B",1734,1,"novice",0,0,"Babies say that",1,"none","cb","Disagree",7.45818615734049
"2228","19654","T8","vultures",8,"B",1734,1,"novice",0,0,"Babies say that",1,"none","cb","Disagree",7.45818615734049
"2229","19654","T9","bears",9,"B",3688,1,"novice",0,1,"Babies say that",1,"none","cb","Agree",8.21283958467648
"2230","19654","T9","bears",9,"B",3688,1,"novice",0,1,"Babies say that",1,"none","cb","Agree",8.21283958467648
"2231","19654","T9","salmon",9,"B",1269,1,"novice",0,1,"Babies say that",1,"none","cb","Agree",7.14598446771439
"2232","19654","T9","salmon",9,"B",1269,1,"novice",0,1,"Babies say that",1,"none","cb","Agree",7.14598446771439
"2233","19675","T1","bears",4,"G",637,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Disagree",6.45676965557216
"2234","19675","T1","bears",4,"G",637,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Disagree",6.45676965557216
"2235","19675","T1","salmon",4,"G",693,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Disagree",6.5410299991899
"2236","19675","T1","salmon",4,"G",693,1,"expert",1,0,"Zoologists don't know that",2,"none","cb","Disagree",6.5410299991899
"2237","19675","T2","kiwis",2,"G",490,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",6.19440539110467
"2238","19675","T2","kiwis",2,"G",490,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",6.19440539110467
"2239","19675","T2","pigeons",2,"G",931,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",6.83625927727707
"2240","19675","T2","pigeons",2,"G",931,1,"expert",0,0,"Zoologists know that",2,"none","cb","Disagree",6.83625927727707
"2241","19675","T3","oranges",3,"G",1388,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",7.23561914106675
"2242","19675","T3","oranges",3,"G",1388,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",7.23561914106675
"2243","19675","T3","vultures",3,"G",1098,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",7.00124562206948
"2244","19675","T3","vultures",3,"G",1098,1,"expert",1,1,"Zoologists don't know that",2,"none","cb","Disagree",7.00124562206948
"2245","19675","T4","parrots",1,"G",300,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",5.7037824746562
"2246","19675","T4","parrots",1,"G",300,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",5.7037824746562
"2247","19675","T4","watermellon",1,"G",607,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",6.4085287910595
"2248","19675","T4","watermellon",1,"G",607,1,"expert",0,1,"Zoologists know that",2,"none","cb","Agree",6.4085287910595
"2249","19675","T5","cows",6,"G",2165,1,"novice",1,0,"Babies don't know that",2,"none","cb","Disagree",7.68017564043659
"2250","19675","T5","cows",6,"G",2165,1,"novice",1,0,"Babies don't know that",2,"none","cb","Agree",7.68017564043659
"2251","19675","T5","trouts",6,"G",512,1,"novice",1,0,"Babies don't know that",2,"none","cb","Disagree",6.23832462503951
"2252","19675","T5","trouts",6,"G",512,1,"novice",1,0,"Babies don't know that",2,"none","cb","Agree",6.23832462503951
"2253","19675","T6","monkeys",5,"G",408,1,"novice",1,1,"Babies don't know that",2,"none","cb","Disagree",6.01126717440416
"2254","19675","T6","monkeys",5,"G",408,1,"novice",1,1,"Babies don't know that",2,"none","cb","Disagree",6.01126717440416
"2255","19675","T6","tunas",5,"G",856,1,"novice",1,1,"Babies don't know that",2,"none","cb","Disagree",6.75227037614174
"2256","19675","T6","tunas",5,"G",856,1,"novice",1,1,"Babies don't know that",2,"none","cb","Disagree",6.75227037614174
"2257","19675","T7","cobras",7,"G",1629,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Disagree",7.39572160860205
"2258","19675","T7","cobras",7,"G",1629,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",7.39572160860205
"2259","19675","T7","ticks",7,"G",670,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Disagree",6.50727771238501
"2260","19675","T7","ticks",7,"G",670,1,"expert",1,0,"Zoologists don't say that",2,"none","cb","Agree",6.50727771238501
"2261","19675","T8","beetles",8,"G",919,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",6.82328612235569
"2262","19675","T8","beetles",8,"G",919,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",6.82328612235569
"2263","19675","T8","tortoises",8,"G",879,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",6.77878489768518
"2264","19675","T8","tortoises",8,"G",879,1,"novice",0,0,"Babies say that",2,"none","cb","Disagree",6.77878489768518
"2265","19675","T9","bees",9,"G",1626,1,"novice",0,1,"Babies say that",2,"none","cb","Disagree",7.39387829010776
"2266","19675","T9","bees",9,"G",1626,1,"novice",0,1,"Babies say that",2,"none","cb","Disagree",7.39387829010776
"2267","19675","T9","pythons",9,"G",558,1,"novice",0,1,"Babies say that",2,"none","cb","Disagree",6.32435896238131
"2268","19675","T9","pythons",9,"G",558,1,"novice",0,1,"Babies say that",2,"none","cb","Disagree",6.32435896238131
"2269","19678","T1","beetles",4,"B",4986,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",8.5143892640835
"2270","19678","T1","beetles",4,"B",4986,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",8.5143892640835
"2271","19678","T1","tortoises",4,"B",1610,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",7.38398945797851
"2272","19678","T1","tortoises",4,"B",1610,1,"expert",1,0,"Zoologists don't know that",1,"none","cb","Disagree",7.38398945797851
"2273","19678","T2","cows",2,"B",2092,1,"expert",0,0,"Zoologists know that",1,"none","cb","Disagree",7.64587582518481
"2274","19678","T2","cows",2,"B",2092,1,"expert",0,0,"Zoologists know that",1,"none","cb","Agree",7.64587582518481
"2275","19678","T2","trouts",2,"B",3483,1,"expert",0,0,"Zoologists know that",1,"none","cb","Disagree",8.155649270366
"2276","19678","T2","trouts",2,"B",3483,1,"expert",0,0,"Zoologists know that",1,"none","cb","Agree",8.155649270366
