"","Time.results.were.received","MD5.hash.of.participant.s.IP.address","Controller.name","Item.number","Element.number","Type","Group.Ibex","PennElementType","PennElementName","Parameter","Value","EventTime","ID","Study","SentNumber","WhichCategory","Matrix","Subject","Predicate","SentType","Negation","CompTruth","SubStat","Token","MatchingCategory","MismatchingCategory","Group","Comments","study","order","goal"
"24",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",6,1,"Train","NULL","PennController","8","_Trial_","Start",1586974029240,"morgan","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,"","","","","","","","cb","2","none"
"25",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",6,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1586974029244,"morgan","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,"","","","","","","","cb","2","none"
"26",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",6,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1586974038113,"morgan","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,"","","","","","","","cb","2","none"
"27",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",6,1,"Train","NULL","PennController","8","_Trial_","End",1586974038115,"morgan","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,"","","","","","","","cb","2","none"
"28",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",7,0,"Train","NULL","Geographers think that Spain is in Africa.","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"29",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",7,1,"Train","NULL","PennController","9","_Trial_","Start",1586974040509,"morgan","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,"","","","","","","","cb","2","none"
"30",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",7,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1586974040513,"morgan","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,"","","","","","","","cb","2","none"
"31",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",7,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974041318,"morgan","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,"","","","","","","","cb","2","none"
"32",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",7,1,"Train","NULL","PennController","9","_Trial_","End",1586974041319,"morgan","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,"","","","","","","","cb","2","none"
"33",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",8,0,"end_train","NULL","PennController","4","_Trial_","Start",1586974041322,"NULL","","","","","","","",NA,"","","","","","","","cb","2","none"
"34",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",8,0,"end_train","NULL","PennController","4","_Trial_","End",1586974043130,"NULL","","","","","","","",NA,"","","","","","","","cb","2","none"
"35",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",29,0,"test","NULL","Zoologists know that pythons are mammals","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"36",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",29,1,"test","NULL","PennController","30","_Trial_","Start",1586974045159,"morgan","2","Mismatching","Zoologists know that","Token","Category","T2","0",0,"expert","pythons","reptiles","mammals","E","NULL","","cb","2","none"
"37",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",29,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974050081,"morgan","2","Mismatching","Zoologists know that","Token","Category","T2","0",0,"expert","pythons","reptiles","mammals","E","NULL","","cb","2","none"
"38",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",29,1,"test","NULL","PennController","30","_Trial_","End",1586974050082,"morgan","2","Mismatching","Zoologists know that","Token","Category","T2","0",0,"expert","pythons","reptiles","mammals","E","NULL","","cb","2","none"
"39",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",28,0,"test","NULL","Zoologists know that beetles are insects","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"40",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",28,1,"test","NULL","PennController","29","_Trial_","Start",1586974052119,"morgan","1","Matching","Zoologists know that","Token","Category","T4","0",1,"expert","beetles","insects","fishes","E","NULL","","cb","2","none"
"41",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",28,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974052725,"morgan","1","Matching","Zoologists know that","Token","Category","T4","0",1,"expert","beetles","insects","fishes","E","NULL","","cb","2","none"
"42",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",28,1,"test","NULL","PennController","29","_Trial_","End",1586974052727,"morgan","1","Matching","Zoologists know that","Token","Category","T4","0",1,"expert","beetles","insects","fishes","E","NULL","","cb","2","none"
"43",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",40,0,"test","NULL","Zoologists don't say that monkeys are fruit","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"44",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",40,1,"test","NULL","PennController","41","_Trial_","Start",1586974055099,"morgan","7","Mismatching","Zoologists don't say that","Token","Category","T7","1",0,"expert","monkeys","mammals","fruit","E","NULL","","cb","2","none"
"45",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",40,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1586974055548,"morgan","7","Mismatching","Zoologists don't say that","Token","Category","T7","1",0,"expert","monkeys","mammals","fruit","E","NULL","","cb","2","none"
"46",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",40,1,"test","NULL","PennController","41","_Trial_","End",1586974055550,"morgan","7","Mismatching","Zoologists don't say that","Token","Category","T7","1",0,"expert","monkeys","mammals","fruit","E","NULL","","cb","2","none"
"47",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",38,0,"test","NULL","Babies don't know that bears are fruit","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"48",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",38,1,"test","NULL","PennController","39","_Trial_","Start",1586974057940,"morgan","6","Mismatching","Babies don't know that","Token","Category","T5","1",0,"novice","bears","mammals","fruit","E","NULL","","cb","2","none"
"49",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",38,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974058316,"morgan","6","Mismatching","Babies don't know that","Token","Category","T5","1",0,"novice","bears","mammals","fruit","E","NULL","","cb","2","none"
"50",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",38,1,"test","NULL","PennController","39","_Trial_","End",1586974058317,"morgan","6","Mismatching","Babies don't know that","Token","Category","T5","1",0,"novice","bears","mammals","fruit","E","NULL","","cb","2","none"
"51",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",27,0,"test","NULL","Zoologists know that tortoises are reptiles","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"52",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",27,1,"test","NULL","PennController","28","_Trial_","Start",1586974060346,"morgan","1","Matching","Zoologists know that","Token","Category","T4","0",1,"expert","tortoises","reptiles","mammals","E","NULL","","cb","2","none"
"53",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",27,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974060734,"morgan","1","Matching","Zoologists know that","Token","Category","T4","0",1,"expert","tortoises","reptiles","mammals","E","NULL","","cb","2","none"
"54",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",27,1,"test","NULL","PennController","28","_Trial_","End",1586974060734,"morgan","1","Matching","Zoologists know that","Token","Category","T4","0",1,"expert","tortoises","reptiles","mammals","E","NULL","","cb","2","none"
"55",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",32,0,"test","NULL","Zoologists don't know that watermellon are fruits","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"56",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",32,1,"test","NULL","PennController","33","_Trial_","Start",1586974063114,"morgan","3","Matching","Zoologists don't know that","Token","Category","T3","1",1,"expert","watermellon","fruits","insects","E","NULL","","cb","2","none"
"57",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",32,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974066505,"morgan","3","Matching","Zoologists don't know that","Token","Category","T3","1",1,"expert","watermellon","fruits","insects","E","NULL","","cb","2","none"
"58",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",32,1,"test","NULL","PennController","33","_Trial_","End",1586974066507,"morgan","3","Matching","Zoologists don't know that","Token","Category","T3","1",1,"expert","watermellon","fruits","insects","E","NULL","","cb","2","none"
"59",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",44,0,"test","NULL","Babies say that ticks are insects","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"60",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",44,1,"test","NULL","PennController","45","_Trial_","Start",1586974068529,"morgan","9","Matching","Babies say that","Token","Category","T9","0",1,"novice","ticks","insects","fishes","E","NULL","","cb","2","none"
"61",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",44,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974070432,"morgan","9","Matching","Babies say that","Token","Category","T9","0",1,"novice","ticks","insects","fishes","E","NULL","","cb","2","none"
"62",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",44,1,"test","NULL","PennController","45","_Trial_","End",1586974070433,"morgan","9","Matching","Babies say that","Token","Category","T9","0",1,"novice","ticks","insects","fishes","E","NULL","","cb","2","none"
"63",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",31,0,"test","NULL","Zoologists don't know that parrots are birds","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"64",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",31,1,"test","NULL","PennController","32","_Trial_","Start",1586974072815,"morgan","3","Matching","Zoologists don't know that","Token","Category","T3","1",1,"expert","parrots","birds","reptiles","E","NULL","","cb","2","none"
"65",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",31,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1586974075236,"morgan","3","Matching","Zoologists don't know that","Token","Category","T3","1",1,"expert","parrots","birds","reptiles","E","NULL","","cb","2","none"
"66",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",31,1,"test","NULL","PennController","32","_Trial_","End",1586974075237,"morgan","3","Matching","Zoologists don't know that","Token","Category","T3","1",1,"expert","parrots","birds","reptiles","E","NULL","","cb","2","none"
"67",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",41,0,"test","NULL","Babies say that trouts are birds","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"68",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",41,1,"test","NULL","PennController","42","_Trial_","Start",1586974077266,"morgan","8","Mismatching","Babies say that","Token","Category","T8","0",0,"novice","trouts","fishes","birds","E","NULL","","cb","2","none"
"69",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",41,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974077970,"morgan","8","Mismatching","Babies say that","Token","Category","T8","0",0,"novice","trouts","fishes","birds","E","NULL","","cb","2","none"
"70",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",41,1,"test","NULL","PennController","42","_Trial_","End",1586974077971,"morgan","8","Mismatching","Babies say that","Token","Category","T8","0",0,"novice","trouts","fishes","birds","E","NULL","","cb","2","none"
"71",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",33,0,"test","NULL","Zoologists don't know that pigeons are reptiles","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"72",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",33,1,"test","NULL","PennController","34","_Trial_","Start",1586974080361,"morgan","4","Mismatching","Zoologists don't know that","Token","Category","T1","1",0,"expert","pigeons","birds","reptiles","E","NULL","","cb","2","none"
"73",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",33,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974082412,"morgan","4","Mismatching","Zoologists don't know that","Token","Category","T1","1",0,"expert","pigeons","birds","reptiles","E","NULL","","cb","2","none"
"74",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",33,1,"test","NULL","PennController","34","_Trial_","End",1586974082414,"morgan","4","Mismatching","Zoologists don't know that","Token","Category","T1","1",0,"expert","pigeons","birds","reptiles","E","NULL","","cb","2","none"
"75",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",36,0,"test","NULL","Babies don't know that oranges are fruits","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"76",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",36,1,"test","NULL","PennController","37","_Trial_","Start",1586974084799,"morgan","5","Matching","Babies don't know that","Token","Category","T6","1",1,"novice","oranges","fruits","insects","E","NULL","","cb","2","none"
"77",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",36,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1586974085662,"morgan","5","Matching","Babies don't know that","Token","Category","T6","1",1,"novice","oranges","fruits","insects","E","NULL","","cb","2","none"
"78",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",36,1,"test","NULL","PennController","37","_Trial_","End",1586974085663,"morgan","5","Matching","Babies don't know that","Token","Category","T6","1",1,"novice","oranges","fruits","insects","E","NULL","","cb","2","none"
"79",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",34,0,"test","NULL","Zoologists don't know that kiwis are insects","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"80",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",34,1,"test","NULL","PennController","35","_Trial_","Start",1586974088058,"morgan","4","Mismatching","Zoologists don't know that","Token","Category","T1","1",0,"expert","kiwis","fruits","insects","E","NULL","","cb","2","none"
"81",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",34,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974088747,"morgan","4","Mismatching","Zoologists don't know that","Token","Category","T1","1",0,"expert","kiwis","fruits","insects","E","NULL","","cb","2","none"
"82",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",34,1,"test","NULL","PennController","35","_Trial_","End",1586974088747,"morgan","4","Mismatching","Zoologists don't know that","Token","Category","T1","1",0,"expert","kiwis","fruits","insects","E","NULL","","cb","2","none"
"83",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",42,0,"test","NULL","Babies say that cows are fruit","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"84",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",42,1,"test","NULL","PennController","43","_Trial_","Start",1586974090781,"morgan","8","Mismatching","Babies say that","Token","Category","T8","0",0,"novice","cows","mammals","fruit","E","NULL","","cb","2","none"
"85",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",42,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1586974091391,"morgan","8","Mismatching","Babies say that","Token","Category","T8","0",0,"novice","cows","mammals","fruit","E","NULL","","cb","2","none"
"86",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",42,1,"test","NULL","PennController","43","_Trial_","End",1586974091391,"morgan","8","Mismatching","Babies say that","Token","Category","T8","0",0,"novice","cows","mammals","fruit","E","NULL","","cb","2","none"
"87",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",35,0,"test","NULL","Babies don't know that vultures are birds","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"88",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",35,1,"test","NULL","PennController","36","_Trial_","Start",1586974093774,"morgan","5","Matching","Babies don't know that","Token","Category","T6","1",1,"novice","vultures","birds","reptiles","E","NULL","","cb","2","none"
"89",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",35,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974094507,"morgan","5","Matching","Babies don't know that","Token","Category","T6","1",1,"novice","vultures","birds","reptiles","E","NULL","","cb","2","none"
"90",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",35,1,"test","NULL","PennController","36","_Trial_","End",1586974094508,"morgan","5","Matching","Babies don't know that","Token","Category","T6","1",1,"novice","vultures","birds","reptiles","E","NULL","","cb","2","none"
"91",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",37,0,"test","NULL","Babies don't know that salmon are birds","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"92",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",37,1,"test","NULL","PennController","38","_Trial_","Start",1586974096897,"morgan","6","Mismatching","Babies don't know that","Token","Category","T5","1",0,"novice","salmon","fishes","birds","E","NULL","","cb","2","none"
"93",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",37,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1586974097499,"morgan","6","Mismatching","Babies don't know that","Token","Category","T5","1",0,"novice","salmon","fishes","birds","E","NULL","","cb","2","none"
"94",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",37,1,"test","NULL","PennController","38","_Trial_","End",1586974097500,"morgan","6","Mismatching","Babies don't know that","Token","Category","T5","1",0,"novice","salmon","fishes","birds","E","NULL","","cb","2","none"
"95",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",30,0,"test","NULL","Zoologists know that bees are fishes","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"96",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",30,1,"test","NULL","PennController","31","_Trial_","Start",1586974099528,"morgan","2","Mismatching","Zoologists know that","Token","Category","T2","0",0,"expert","bees","insects","fishes","E","NULL","","cb","2","none"
"97",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",30,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974100186,"morgan","2","Mismatching","Zoologists know that","Token","Category","T2","0",0,"expert","bees","insects","fishes","E","NULL","","cb","2","none"
"98",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",30,1,"test","NULL","PennController","31","_Trial_","End",1586974100187,"morgan","2","Mismatching","Zoologists know that","Token","Category","T2","0",0,"expert","bees","insects","fishes","E","NULL","","cb","2","none"
"99",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",43,0,"test","NULL","Babies say that cobras are reptiles","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"100",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",43,1,"test","NULL","PennController","44","_Trial_","Start",1586974102222,"morgan","9","Matching","Babies say that","Token","Category","T9","0",1,"novice","cobras","reptiles","mammals","E","NULL","","cb","2","none"
"101",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",43,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1586974102776,"morgan","9","Matching","Babies say that","Token","Category","T9","0",1,"novice","cobras","reptiles","mammals","E","NULL","","cb","2","none"
"102",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",43,1,"test","NULL","PennController","44","_Trial_","End",1586974102776,"morgan","9","Matching","Babies say that","Token","Category","T9","0",1,"novice","cobras","reptiles","mammals","E","NULL","","cb","2","none"
"103",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","DashedSentence",39,0,"test","NULL","Zoologists don't say that tunas are birds","","","",NA,"","","","","","","","",NA,"","","","","","","","cb","2","none"
"104",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",39,1,"test","NULL","PennController","40","_Trial_","Start",1586974105168,"morgan","7","Mismatching","Zoologists don't say that","Token","Category","T7","1",0,"expert","tunas","fishes","birds","E","NULL","","cb","2","none"
"105",1586974121,"3e8f6eb3c615fdc94c6e3456c139539e","PennController",39,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1586974105767,"morgan","7","Mismatching","Zoologists don't say that","Token","Category","T7","1",0,"expert","tunas","fishes","birds","E","NULL","","cb","2","none"
