,Token,MatchingCategory,MismatchingCategory,SentNumber,Quantifier,Matrix,WhichCategory,Subject,Predicate,Group,SentType,Verb,Embedded
974,ants,insects,fishes,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
975,ants,insects,fishes,4,some,,Mismatching,Token,Category,,T3,none,0
976,ants,insects,fishes,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
977,ants,insects,fishes,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
978,ants,insects,fishes,7,some,,Matching,Category,Token,,T2,none,0
979,ants,insects,fishes,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
980,ants,insects,fishes,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
981,ants,insects,fishes,10,all,,Matching,Token,Category,,T4,none,0
982,ants,insects,fishes,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
983,ants,insects,fishes,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
984,ants,insects,fishes,13,all,,Mismatching,Token,Category,,T6,none,0
985,ants,insects,fishes,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
986,ants,insects,fishes,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
987,ants,insects,fishes,16,all,,Matching,Category,Token,,T5,none,0
988,ants,insects,fishes,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
989,ants,insects,fishes,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
990,ants,insects,fishes,19,some,,Matching,Token,Category,,T1,none,0
991,ants,insects,fishes,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
992,ants,insects,fishes,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
993,ants,insects,fishes,22,some,,Mismatching,Token,Category,,T3,none,0
994,ants,insects,fishes,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
995,ants,insects,fishes,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
996,ants,insects,fishes,25,some,,Matching,Category,Token,,T2,none,0
997,ants,insects,fishes,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
998,ants,insects,fishes,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
999,ants,insects,fishes,28,all,,Matching,Token,Category,,T4,none,0
1000,ants,insects,fishes,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1001,ants,insects,fishes,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1002,ants,insects,fishes,31,all,,Mismatching,Token,Category,,T6,none,0
1003,ants,insects,fishes,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1004,ants,insects,fishes,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1005,ants,insects,fishes,34,all,,Matching,Category,Token,,T5,none,0
1006,ants,insects,fishes,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1007,ants,insects,fishes,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1008,flies,insects,fishes,1,some,,Matching,Token,Category,,T1,none,0
1009,flies,insects,fishes,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1010,flies,insects,fishes,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1011,flies,insects,fishes,4,some,,Mismatching,Token,Category,,T3,none,0
1012,flies,insects,fishes,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1013,flies,insects,fishes,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1014,flies,insects,fishes,7,some,,Matching,Category,Token,,T2,none,0
1015,flies,insects,fishes,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1016,flies,insects,fishes,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1017,flies,insects,fishes,10,all,,Matching,Token,Category,,T4,none,0
1018,flies,insects,fishes,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1019,flies,insects,fishes,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1020,flies,insects,fishes,13,all,,Mismatching,Token,Category,,T6,none,0
1021,flies,insects,fishes,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1022,flies,insects,fishes,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1023,flies,insects,fishes,16,all,,Matching,Category,Token,,T5,none,0
1024,flies,insects,fishes,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1025,flies,insects,fishes,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1026,flies,insects,fishes,19,some,,Matching,Token,Category,,T1,none,0
1027,flies,insects,fishes,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1028,flies,insects,fishes,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1029,flies,insects,fishes,22,some,,Mismatching,Token,Category,,T3,none,0
1030,flies,insects,fishes,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1031,flies,insects,fishes,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1032,flies,insects,fishes,25,some,,Matching,Category,Token,,T2,none,0
1033,flies,insects,fishes,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1034,flies,insects,fishes,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1035,flies,insects,fishes,28,all,,Matching,Token,Category,,T4,none,0
1036,flies,insects,fishes,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1037,flies,insects,fishes,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1038,flies,insects,fishes,31,all,,Mismatching,Token,Category,,T6,none,0
1039,flies,insects,fishes,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1040,flies,insects,fishes,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1041,flies,insects,fishes,34,all,,Matching,Category,Token,,T5,none,0
1042,flies,insects,fishes,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1043,flies,insects,fishes,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1044,mosquitos,insects,fishes,1,some,,Matching,Token,Category,,T1,none,0
1045,mosquitos,insects,fishes,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1046,mosquitos,insects,fishes,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1047,mosquitos,insects,fishes,4,some,,Mismatching,Token,Category,,T3,none,0
1048,mosquitos,insects,fishes,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1049,mosquitos,insects,fishes,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1050,mosquitos,insects,fishes,7,some,,Matching,Category,Token,,T2,none,0
1051,mosquitos,insects,fishes,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1052,mosquitos,insects,fishes,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1053,mosquitos,insects,fishes,10,all,,Matching,Token,Category,,T4,none,0
1054,mosquitos,insects,fishes,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1055,mosquitos,insects,fishes,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1056,mosquitos,insects,fishes,13,all,,Mismatching,Token,Category,,T6,none,0
1057,mosquitos,insects,fishes,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1058,mosquitos,insects,fishes,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1059,mosquitos,insects,fishes,16,all,,Matching,Category,Token,,T5,none,0
1060,mosquitos,insects,fishes,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1061,mosquitos,insects,fishes,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1062,mosquitos,insects,fishes,19,some,,Matching,Token,Category,,T1,none,0
1063,mosquitos,insects,fishes,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1064,mosquitos,insects,fishes,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1065,mosquitos,insects,fishes,22,some,,Mismatching,Token,Category,,T3,none,0
1066,mosquitos,insects,fishes,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1067,mosquitos,insects,fishes,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1068,mosquitos,insects,fishes,25,some,,Matching,Category,Token,,T2,none,0
1069,mosquitos,insects,fishes,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1070,mosquitos,insects,fishes,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1071,mosquitos,insects,fishes,28,all,,Matching,Token,Category,,T4,none,0
1072,mosquitos,insects,fishes,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1073,mosquitos,insects,fishes,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1074,mosquitos,insects,fishes,31,all,,Mismatching,Token,Category,,T6,none,0
1075,mosquitos,insects,fishes,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1076,mosquitos,insects,fishes,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1077,mosquitos,insects,fishes,34,all,,Matching,Category,Token,,T5,none,0
1078,mosquitos,insects,fishes,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1079,mosquitos,insects,fishes,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1080,strawberries,fruit,insects,1,some,,Matching,Token,Category,,T1,none,0
1081,strawberries,fruit,insects,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1082,strawberries,fruit,insects,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1083,strawberries,fruit,insects,4,some,,Mismatching,Token,Category,,T3,none,0
1084,strawberries,fruit,insects,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1085,strawberries,fruit,insects,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1086,strawberries,fruit,insects,7,some,,Matching,Category,Token,,T2,none,0
1087,strawberries,fruit,insects,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1088,strawberries,fruit,insects,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1089,strawberries,fruit,insects,10,all,,Matching,Token,Category,,T4,none,0
1090,strawberries,fruit,insects,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1091,strawberries,fruit,insects,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1092,strawberries,fruit,insects,13,all,,Mismatching,Token,Category,,T6,none,0
1093,strawberries,fruit,insects,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1094,strawberries,fruit,insects,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1095,strawberries,fruit,insects,16,all,,Matching,Category,Token,,T5,none,0
1096,strawberries,fruit,insects,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1097,strawberries,fruit,insects,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1098,strawberries,fruit,insects,19,some,,Matching,Token,Category,,T1,none,0
1099,strawberries,fruit,insects,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1100,strawberries,fruit,insects,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1101,strawberries,fruit,insects,22,some,,Mismatching,Token,Category,,T3,none,0
1102,strawberries,fruit,insects,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1103,strawberries,fruit,insects,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1104,strawberries,fruit,insects,25,some,,Matching,Category,Token,,T2,none,0
1105,strawberries,fruit,insects,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1106,strawberries,fruit,insects,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1107,strawberries,fruit,insects,28,all,,Matching,Token,Category,,T4,none,0
1108,strawberries,fruit,insects,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1109,strawberries,fruit,insects,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1110,strawberries,fruit,insects,31,all,,Mismatching,Token,Category,,T6,none,0
1111,strawberries,fruit,insects,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1112,strawberries,fruit,insects,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1113,strawberries,fruit,insects,34,all,,Matching,Category,Token,,T5,none,0
1114,strawberries,fruit,insects,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1115,strawberries,fruit,insects,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1116,bananas,fruit,insects,1,some,,Matching,Token,Category,,T1,none,0
1117,bananas,fruit,insects,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1118,bananas,fruit,insects,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1119,bananas,fruit,insects,4,some,,Mismatching,Token,Category,,T3,none,0
1120,bananas,fruit,insects,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1121,bananas,fruit,insects,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1122,bananas,fruit,insects,7,some,,Matching,Category,Token,,T2,none,0
1123,bananas,fruit,insects,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1124,bananas,fruit,insects,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1125,bananas,fruit,insects,10,all,,Matching,Token,Category,,T4,none,0
1126,bananas,fruit,insects,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1127,bananas,fruit,insects,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1128,bananas,fruit,insects,13,all,,Mismatching,Token,Category,,T6,none,0
1129,bananas,fruit,insects,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1130,bananas,fruit,insects,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1131,bananas,fruit,insects,16,all,,Matching,Category,Token,,T5,none,0
1132,bananas,fruit,insects,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1133,bananas,fruit,insects,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1134,bananas,fruit,insects,19,some,,Matching,Token,Category,,T1,none,0
1135,bananas,fruit,insects,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1136,bananas,fruit,insects,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1137,bananas,fruit,insects,22,some,,Mismatching,Token,Category,,T3,none,0
1138,bananas,fruit,insects,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1139,bananas,fruit,insects,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1140,bananas,fruit,insects,25,some,,Matching,Category,Token,,T2,none,0
1141,bananas,fruit,insects,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1142,bananas,fruit,insects,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1143,bananas,fruit,insects,28,all,,Matching,Token,Category,,T4,none,0
1144,bananas,fruit,insects,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1145,bananas,fruit,insects,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1146,bananas,fruit,insects,31,all,,Mismatching,Token,Category,,T6,none,0
1147,bananas,fruit,insects,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1148,bananas,fruit,insects,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1149,bananas,fruit,insects,34,all,,Matching,Category,Token,,T5,none,0
1150,bananas,fruit,insects,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1151,bananas,fruit,insects,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1152,apples,fruit,insects,1,some,,Matching,Token,Category,,T1,none,0
1153,apples,fruit,insects,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1154,apples,fruit,insects,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1155,apples,fruit,insects,4,some,,Mismatching,Token,Category,,T3,none,0
1156,apples,fruit,insects,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1157,apples,fruit,insects,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1158,apples,fruit,insects,7,some,,Matching,Category,Token,,T2,none,0
1159,apples,fruit,insects,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1160,apples,fruit,insects,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1161,apples,fruit,insects,10,all,,Matching,Token,Category,,T4,none,0
1162,apples,fruit,insects,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1163,apples,fruit,insects,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1164,apples,fruit,insects,13,all,,Mismatching,Token,Category,,T6,none,0
1165,apples,fruit,insects,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1166,apples,fruit,insects,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1167,apples,fruit,insects,16,all,,Matching,Category,Token,,T5,none,0
1168,apples,fruit,insects,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1169,apples,fruit,insects,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1170,apples,fruit,insects,19,some,,Matching,Token,Category,,T1,none,0
1171,apples,fruit,insects,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1172,apples,fruit,insects,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1173,apples,fruit,insects,22,some,,Mismatching,Token,Category,,T3,none,0
1174,apples,fruit,insects,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1175,apples,fruit,insects,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1176,apples,fruit,insects,25,some,,Matching,Category,Token,,T2,none,0
1177,apples,fruit,insects,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1178,apples,fruit,insects,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1179,apples,fruit,insects,28,all,,Matching,Token,Category,,T4,none,0
1180,apples,fruit,insects,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1181,apples,fruit,insects,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1182,apples,fruit,insects,31,all,,Mismatching,Token,Category,,T6,none,0
1183,apples,fruit,insects,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1184,apples,fruit,insects,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1185,apples,fruit,insects,34,all,,Matching,Category,Token,,T5,none,0
1186,apples,fruit,insects,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1187,apples,fruit,insects,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1188,peaches,fruit,insects,1,some,,Matching,Token,Category,,T1,none,0
1189,peaches,fruit,insects,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1190,peaches,fruit,insects,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1191,peaches,fruit,insects,4,some,,Mismatching,Token,Category,,T3,none,0
1192,peaches,fruit,insects,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1193,peaches,fruit,insects,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1194,peaches,fruit,insects,7,some,,Matching,Category,Token,,T2,none,0
1195,peaches,fruit,insects,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1196,peaches,fruit,insects,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1197,peaches,fruit,insects,10,all,,Matching,Token,Category,,T4,none,0
1198,peaches,fruit,insects,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1199,peaches,fruit,insects,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1200,peaches,fruit,insects,13,all,,Mismatching,Token,Category,,T6,none,0
1201,peaches,fruit,insects,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1202,peaches,fruit,insects,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1203,peaches,fruit,insects,16,all,,Matching,Category,Token,,T5,none,0
1204,peaches,fruit,insects,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1205,peaches,fruit,insects,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1206,peaches,fruit,insects,19,some,,Matching,Token,Category,,T1,none,0
1207,peaches,fruit,insects,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1208,peaches,fruit,insects,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1209,peaches,fruit,insects,22,some,,Mismatching,Token,Category,,T3,none,0
1210,peaches,fruit,insects,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1211,peaches,fruit,insects,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1212,peaches,fruit,insects,25,some,,Matching,Category,Token,,T2,none,0
1213,peaches,fruit,insects,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1214,peaches,fruit,insects,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1215,peaches,fruit,insects,28,all,,Matching,Token,Category,,T4,none,0
1216,peaches,fruit,insects,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1217,peaches,fruit,insects,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1218,peaches,fruit,insects,31,all,,Mismatching,Token,Category,,T6,none,0
1219,peaches,fruit,insects,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1220,peaches,fruit,insects,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1221,peaches,fruit,insects,34,all,,Matching,Category,Token,,T5,none,0
1222,peaches,fruit,insects,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1223,peaches,fruit,insects,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1224,pears,fruit,insects,1,some,,Matching,Token,Category,,T1,none,0
1225,pears,fruit,insects,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1226,pears,fruit,insects,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1227,pears,fruit,insects,4,some,,Mismatching,Token,Category,,T3,none,0
1228,pears,fruit,insects,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1229,pears,fruit,insects,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1230,pears,fruit,insects,7,some,,Matching,Category,Token,,T2,none,0
1231,pears,fruit,insects,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1232,pears,fruit,insects,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1233,pears,fruit,insects,10,all,,Matching,Token,Category,,T4,none,0
1234,pears,fruit,insects,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1235,pears,fruit,insects,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1236,pears,fruit,insects,13,all,,Mismatching,Token,Category,,T6,none,0
1237,pears,fruit,insects,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1238,pears,fruit,insects,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1239,pears,fruit,insects,16,all,,Matching,Category,Token,,T5,none,0
1240,pears,fruit,insects,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1241,pears,fruit,insects,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1242,pears,fruit,insects,19,some,,Matching,Token,Category,,T1,none,0
1243,pears,fruit,insects,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1244,pears,fruit,insects,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1245,pears,fruit,insects,22,some,,Mismatching,Token,Category,,T3,none,0
1246,pears,fruit,insects,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1247,pears,fruit,insects,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1248,pears,fruit,insects,25,some,,Matching,Category,Token,,T2,none,0
1249,pears,fruit,insects,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1250,pears,fruit,insects,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1251,pears,fruit,insects,28,all,,Matching,Token,Category,,T4,none,0
1252,pears,fruit,insects,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1253,pears,fruit,insects,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1254,pears,fruit,insects,31,all,,Mismatching,Token,Category,,T6,none,0
1255,pears,fruit,insects,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1256,pears,fruit,insects,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1257,pears,fruit,insects,34,all,,Matching,Category,Token,,T5,none,0
1258,pears,fruit,insects,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1259,pears,fruit,insects,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1260,plums,fruit,insects,1,some,,Matching,Token,Category,,T1,none,0
1261,plums,fruit,insects,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1262,plums,fruit,insects,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1263,plums,fruit,insects,4,some,,Mismatching,Token,Category,,T3,none,0
1264,plums,fruit,insects,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1265,plums,fruit,insects,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1266,plums,fruit,insects,7,some,,Matching,Category,Token,,T2,none,0
1267,plums,fruit,insects,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1268,plums,fruit,insects,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1269,plums,fruit,insects,10,all,,Matching,Token,Category,,T4,none,0
1270,plums,fruit,insects,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1271,plums,fruit,insects,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1272,plums,fruit,insects,13,all,,Mismatching,Token,Category,,T6,none,0
1273,plums,fruit,insects,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1274,plums,fruit,insects,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1275,plums,fruit,insects,16,all,,Matching,Category,Token,,T5,none,0
1276,plums,fruit,insects,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1277,plums,fruit,insects,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
1278,plums,fruit,insects,19,some,,Matching,Token,Category,,T1,none,0
1279,plums,fruit,insects,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
1280,plums,fruit,insects,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
1281,plums,fruit,insects,22,some,,Mismatching,Token,Category,,T3,none,0
1282,plums,fruit,insects,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
1283,plums,fruit,insects,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
1284,plums,fruit,insects,25,some,,Matching,Category,Token,,T2,none,0
1285,plums,fruit,insects,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
1286,plums,fruit,insects,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
1287,plums,fruit,insects,28,all,,Matching,Token,Category,,T4,none,0
1288,plums,fruit,insects,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
1289,plums,fruit,insects,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
1290,plums,fruit,insects,31,all,,Mismatching,Token,Category,,T6,none,0
1291,plums,fruit,insects,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
1292,plums,fruit,insects,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
1293,plums,fruit,insects,34,all,,Matching,Category,Token,,T5,none,0
1294,plums,fruit,insects,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
1295,plums,fruit,insects,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
