,Token,MatchingCategory,MismatchingCategory,SentNumber,Quantifier,Matrix,WhichCategory,Subject,Predicate,Group,SentType,Verb,Embedded
316,cod,fishes,birds,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
317,cod,fishes,birds,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
318,cod,fishes,birds,31,all,,Mismatching,Token,Category,,T6,none,0
319,cod,fishes,birds,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
320,cod,fishes,birds,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
321,cod,fishes,birds,34,all,,Matching,Category,Token,,T5,none,0
322,cod,fishes,birds,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
323,cod,fishes,birds,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
324,piranhas,fishes,birds,1,some,,Matching,Token,Category,,T1,none,0
325,piranhas,fishes,birds,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
326,piranhas,fishes,birds,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
327,piranhas,fishes,birds,4,some,,Mismatching,Token,Category,,T3,none,0
328,piranhas,fishes,birds,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
329,piranhas,fishes,birds,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
330,piranhas,fishes,birds,7,some,,Matching,Category,Token,,T2,none,0
331,piranhas,fishes,birds,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
332,piranhas,fishes,birds,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
333,piranhas,fishes,birds,10,all,,Matching,Token,Category,,T4,none,0
334,piranhas,fishes,birds,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
335,piranhas,fishes,birds,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
336,piranhas,fishes,birds,13,all,,Mismatching,Token,Category,,T6,none,0
337,piranhas,fishes,birds,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
338,piranhas,fishes,birds,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
339,piranhas,fishes,birds,16,all,,Matching,Category,Token,,T5,none,0
340,piranhas,fishes,birds,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
341,piranhas,fishes,birds,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
342,piranhas,fishes,birds,19,some,,Matching,Token,Category,,T1,none,0
343,piranhas,fishes,birds,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
344,piranhas,fishes,birds,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
345,piranhas,fishes,birds,22,some,,Mismatching,Token,Category,,T3,none,0
346,piranhas,fishes,birds,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
347,piranhas,fishes,birds,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
348,piranhas,fishes,birds,25,some,,Matching,Category,Token,,T2,none,0
349,piranhas,fishes,birds,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
350,piranhas,fishes,birds,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
351,piranhas,fishes,birds,28,all,,Matching,Token,Category,,T4,none,0
352,piranhas,fishes,birds,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
353,piranhas,fishes,birds,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
354,piranhas,fishes,birds,31,all,,Mismatching,Token,Category,,T6,none,0
355,piranhas,fishes,birds,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
356,piranhas,fishes,birds,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
357,piranhas,fishes,birds,34,all,,Matching,Category,Token,,T5,none,0
358,piranhas,fishes,birds,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
359,piranhas,fishes,birds,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
360,mackerels,fishes,birds,1,some,,Matching,Token,Category,,T1,none,0
361,mackerels,fishes,birds,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
362,mackerels,fishes,birds,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
363,mackerels,fishes,birds,4,some,,Mismatching,Token,Category,,T3,none,0
364,mackerels,fishes,birds,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
365,mackerels,fishes,birds,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
366,mackerels,fishes,birds,7,some,,Matching,Category,Token,,T2,none,0
367,mackerels,fishes,birds,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
368,mackerels,fishes,birds,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
369,mackerels,fishes,birds,10,all,,Matching,Token,Category,,T4,none,0
370,mackerels,fishes,birds,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
371,mackerels,fishes,birds,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
372,mackerels,fishes,birds,13,all,,Mismatching,Token,Category,,T6,none,0
373,mackerels,fishes,birds,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
374,mackerels,fishes,birds,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
375,mackerels,fishes,birds,16,all,,Matching,Category,Token,,T5,none,0
376,mackerels,fishes,birds,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
377,mackerels,fishes,birds,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
378,mackerels,fishes,birds,19,some,,Matching,Token,Category,,T1,none,0
379,mackerels,fishes,birds,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
380,mackerels,fishes,birds,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
381,mackerels,fishes,birds,22,some,,Mismatching,Token,Category,,T3,none,0
382,mackerels,fishes,birds,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
383,mackerels,fishes,birds,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
384,mackerels,fishes,birds,25,some,,Matching,Category,Token,,T2,none,0
385,mackerels,fishes,birds,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
386,mackerels,fishes,birds,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
387,mackerels,fishes,birds,28,all,,Matching,Token,Category,,T4,none,0
388,mackerels,fishes,birds,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
389,mackerels,fishes,birds,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
390,mackerels,fishes,birds,31,all,,Mismatching,Token,Category,,T6,none,0
391,mackerels,fishes,birds,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
392,mackerels,fishes,birds,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
393,mackerels,fishes,birds,34,all,,Matching,Category,Token,,T5,none,0
394,mackerels,fishes,birds,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
395,mackerels,fishes,birds,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
396,herring,fishes,birds,1,some,,Matching,Token,Category,,T1,none,0
397,herring,fishes,birds,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
398,herring,fishes,birds,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
399,herring,fishes,birds,4,some,,Mismatching,Token,Category,,T3,none,0
400,herring,fishes,birds,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
401,herring,fishes,birds,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
402,herring,fishes,birds,7,some,,Matching,Category,Token,,T2,none,0
403,herring,fishes,birds,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
404,herring,fishes,birds,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
405,herring,fishes,birds,10,all,,Matching,Token,Category,,T4,none,0
406,herring,fishes,birds,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
407,herring,fishes,birds,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
408,herring,fishes,birds,13,all,,Mismatching,Token,Category,,T6,none,0
409,herring,fishes,birds,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
410,herring,fishes,birds,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
411,herring,fishes,birds,16,all,,Matching,Category,Token,,T5,none,0
412,herring,fishes,birds,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
413,herring,fishes,birds,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
414,herring,fishes,birds,19,some,,Matching,Token,Category,,T1,none,0
415,herring,fishes,birds,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
416,herring,fishes,birds,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
417,herring,fishes,birds,22,some,,Mismatching,Token,Category,,T3,none,0
418,herring,fishes,birds,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
419,herring,fishes,birds,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
420,herring,fishes,birds,25,some,,Matching,Category,Token,,T2,none,0
421,herring,fishes,birds,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
422,herring,fishes,birds,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
423,herring,fishes,birds,28,all,,Matching,Token,Category,,T4,none,0
424,herring,fishes,birds,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
425,herring,fishes,birds,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
426,herring,fishes,birds,31,all,,Mismatching,Token,Category,,T6,none,0
427,herring,fishes,birds,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
428,herring,fishes,birds,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
429,herring,fishes,birds,34,all,,Matching,Category,Token,,T5,none,0
430,herring,fishes,birds,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
431,herring,fishes,birds,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
432,eagles,birds,reptiles,1,some,,Matching,Token,Category,,T1,none,0
433,eagles,birds,reptiles,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
434,eagles,birds,reptiles,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
435,eagles,birds,reptiles,4,some,,Mismatching,Token,Category,,T3,none,0
436,eagles,birds,reptiles,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
437,eagles,birds,reptiles,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
438,eagles,birds,reptiles,7,some,,Matching,Category,Token,,T2,none,0
439,eagles,birds,reptiles,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
440,eagles,birds,reptiles,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
441,eagles,birds,reptiles,10,all,,Matching,Token,Category,,T4,none,0
442,eagles,birds,reptiles,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
443,eagles,birds,reptiles,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
444,eagles,birds,reptiles,13,all,,Mismatching,Token,Category,,T6,none,0
445,eagles,birds,reptiles,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
446,eagles,birds,reptiles,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
447,eagles,birds,reptiles,16,all,,Matching,Category,Token,,T5,none,0
448,eagles,birds,reptiles,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
449,eagles,birds,reptiles,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
450,eagles,birds,reptiles,19,some,,Matching,Token,Category,,T1,none,0
451,eagles,birds,reptiles,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
452,eagles,birds,reptiles,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
453,eagles,birds,reptiles,22,some,,Mismatching,Token,Category,,T3,none,0
454,eagles,birds,reptiles,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
455,eagles,birds,reptiles,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
456,eagles,birds,reptiles,25,some,,Matching,Category,Token,,T2,none,0
457,eagles,birds,reptiles,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
458,eagles,birds,reptiles,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
459,eagles,birds,reptiles,28,all,,Matching,Token,Category,,T4,none,0
460,eagles,birds,reptiles,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
461,eagles,birds,reptiles,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
462,eagles,birds,reptiles,31,all,,Mismatching,Token,Category,,T6,none,0
463,eagles,birds,reptiles,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
464,eagles,birds,reptiles,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
465,eagles,birds,reptiles,34,all,,Matching,Category,Token,,T5,none,0
466,eagles,birds,reptiles,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
467,eagles,birds,reptiles,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
468,canaries,birds,reptiles,1,some,,Matching,Token,Category,,T1,none,0
469,canaries,birds,reptiles,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
470,canaries,birds,reptiles,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
471,canaries,birds,reptiles,4,some,,Mismatching,Token,Category,,T3,none,0
472,canaries,birds,reptiles,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
473,canaries,birds,reptiles,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
474,canaries,birds,reptiles,7,some,,Matching,Category,Token,,T2,none,0
475,canaries,birds,reptiles,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
476,canaries,birds,reptiles,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
477,canaries,birds,reptiles,10,all,,Matching,Token,Category,,T4,none,0
478,canaries,birds,reptiles,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
479,canaries,birds,reptiles,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
480,canaries,birds,reptiles,13,all,,Mismatching,Token,Category,,T6,none,0
481,canaries,birds,reptiles,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
482,canaries,birds,reptiles,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
483,canaries,birds,reptiles,16,all,,Matching,Category,Token,,T5,none,0
484,canaries,birds,reptiles,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
485,canaries,birds,reptiles,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
486,canaries,birds,reptiles,19,some,,Matching,Token,Category,,T1,none,0
487,canaries,birds,reptiles,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
488,canaries,birds,reptiles,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
489,canaries,birds,reptiles,22,some,,Mismatching,Token,Category,,T3,none,0
490,canaries,birds,reptiles,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
491,canaries,birds,reptiles,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
492,canaries,birds,reptiles,25,some,,Matching,Category,Token,,T2,none,0
493,canaries,birds,reptiles,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
494,canaries,birds,reptiles,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
495,canaries,birds,reptiles,28,all,,Matching,Token,Category,,T4,none,0
496,canaries,birds,reptiles,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
497,canaries,birds,reptiles,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
498,canaries,birds,reptiles,31,all,,Mismatching,Token,Category,,T6,none,0
499,canaries,birds,reptiles,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
500,canaries,birds,reptiles,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
501,canaries,birds,reptiles,34,all,,Matching,Category,Token,,T5,none,0
502,canaries,birds,reptiles,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
503,canaries,birds,reptiles,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
504,crows,birds,reptiles,1,some,,Matching,Token,Category,,T1,none,0
505,crows,birds,reptiles,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
506,crows,birds,reptiles,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
507,crows,birds,reptiles,4,some,,Mismatching,Token,Category,,T3,none,0
508,crows,birds,reptiles,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
509,crows,birds,reptiles,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
510,crows,birds,reptiles,7,some,,Matching,Category,Token,,T2,none,0
511,crows,birds,reptiles,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
512,crows,birds,reptiles,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
513,crows,birds,reptiles,10,all,,Matching,Token,Category,,T4,none,0
514,crows,birds,reptiles,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
515,crows,birds,reptiles,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
516,crows,birds,reptiles,13,all,,Mismatching,Token,Category,,T6,none,0
517,crows,birds,reptiles,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
518,crows,birds,reptiles,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
519,crows,birds,reptiles,16,all,,Matching,Category,Token,,T5,none,0
520,crows,birds,reptiles,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
521,crows,birds,reptiles,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
522,crows,birds,reptiles,19,some,,Matching,Token,Category,,T1,none,0
523,crows,birds,reptiles,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
524,crows,birds,reptiles,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
525,crows,birds,reptiles,22,some,,Mismatching,Token,Category,,T3,none,0
526,crows,birds,reptiles,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
527,crows,birds,reptiles,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
528,crows,birds,reptiles,25,some,,Matching,Category,Token,,T2,none,0
529,crows,birds,reptiles,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
530,crows,birds,reptiles,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
531,crows,birds,reptiles,28,all,,Matching,Token,Category,,T4,none,0
532,crows,birds,reptiles,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
533,crows,birds,reptiles,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
534,crows,birds,reptiles,31,all,,Mismatching,Token,Category,,T6,none,0
535,crows,birds,reptiles,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
536,crows,birds,reptiles,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
537,crows,birds,reptiles,34,all,,Matching,Category,Token,,T5,none,0
538,crows,birds,reptiles,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
539,crows,birds,reptiles,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
540,owls,birds,reptiles,1,some,,Matching,Token,Category,,T1,none,0
541,owls,birds,reptiles,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
542,owls,birds,reptiles,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
543,owls,birds,reptiles,4,some,,Mismatching,Token,Category,,T3,none,0
544,owls,birds,reptiles,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
545,owls,birds,reptiles,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
546,owls,birds,reptiles,7,some,,Matching,Category,Token,,T2,none,0
547,owls,birds,reptiles,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
548,owls,birds,reptiles,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
549,owls,birds,reptiles,10,all,,Matching,Token,Category,,T4,none,0
550,owls,birds,reptiles,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
551,owls,birds,reptiles,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
552,owls,birds,reptiles,13,all,,Mismatching,Token,Category,,T6,none,0
553,owls,birds,reptiles,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
554,owls,birds,reptiles,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
555,owls,birds,reptiles,16,all,,Matching,Category,Token,,T5,none,0
556,owls,birds,reptiles,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
557,owls,birds,reptiles,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
558,owls,birds,reptiles,19,some,,Matching,Token,Category,,T1,none,0
559,owls,birds,reptiles,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
560,owls,birds,reptiles,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
561,owls,birds,reptiles,22,some,,Mismatching,Token,Category,,T3,none,0
562,owls,birds,reptiles,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
563,owls,birds,reptiles,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
564,owls,birds,reptiles,25,some,,Matching,Category,Token,,T2,none,0
565,owls,birds,reptiles,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
566,owls,birds,reptiles,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
567,owls,birds,reptiles,28,all,,Matching,Token,Category,,T4,none,0
568,owls,birds,reptiles,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
569,owls,birds,reptiles,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
570,owls,birds,reptiles,31,all,,Mismatching,Token,Category,,T6,none,0
571,owls,birds,reptiles,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
572,owls,birds,reptiles,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
573,owls,birds,reptiles,34,all,,Matching,Category,Token,,T5,none,0
574,owls,birds,reptiles,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
575,owls,birds,reptiles,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
576,sparrows,birds,reptiles,1,some,,Matching,Token,Category,,T1,none,0
577,sparrows,birds,reptiles,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
578,sparrows,birds,reptiles,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
579,sparrows,birds,reptiles,4,some,,Mismatching,Token,Category,,T3,none,0
580,sparrows,birds,reptiles,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
581,sparrows,birds,reptiles,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
582,sparrows,birds,reptiles,7,some,,Matching,Category,Token,,T2,none,0
583,sparrows,birds,reptiles,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
584,sparrows,birds,reptiles,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
585,sparrows,birds,reptiles,10,all,,Matching,Token,Category,,T4,none,0
586,sparrows,birds,reptiles,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
587,sparrows,birds,reptiles,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
588,sparrows,birds,reptiles,13,all,,Mismatching,Token,Category,,T6,none,0
589,sparrows,birds,reptiles,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
590,sparrows,birds,reptiles,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
591,sparrows,birds,reptiles,16,all,,Matching,Category,Token,,T5,none,0
592,sparrows,birds,reptiles,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
593,sparrows,birds,reptiles,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
594,sparrows,birds,reptiles,19,some,,Matching,Token,Category,,T1,none,0
595,sparrows,birds,reptiles,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
596,sparrows,birds,reptiles,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
597,sparrows,birds,reptiles,22,some,,Mismatching,Token,Category,,T3,none,0
598,sparrows,birds,reptiles,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
599,sparrows,birds,reptiles,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
600,sparrows,birds,reptiles,25,some,,Matching,Category,Token,,T2,none,0
601,sparrows,birds,reptiles,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
602,sparrows,birds,reptiles,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
603,sparrows,birds,reptiles,28,all,,Matching,Token,Category,,T4,none,0
604,sparrows,birds,reptiles,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
605,sparrows,birds,reptiles,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
606,sparrows,birds,reptiles,31,all,,Mismatching,Token,Category,,T6,none,0
607,sparrows,birds,reptiles,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
608,sparrows,birds,reptiles,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
609,sparrows,birds,reptiles,34,all,,Matching,Category,Token,,T5,none,0
610,sparrows,birds,reptiles,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
611,sparrows,birds,reptiles,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
612,doves,birds,reptiles,1,some,,Matching,Token,Category,,T1,none,0
613,doves,birds,reptiles,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
614,doves,birds,reptiles,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
615,doves,birds,reptiles,4,some,,Mismatching,Token,Category,,T3,none,0
616,doves,birds,reptiles,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
617,doves,birds,reptiles,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
618,doves,birds,reptiles,7,some,,Matching,Category,Token,,T2,none,0
619,doves,birds,reptiles,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
620,doves,birds,reptiles,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
621,doves,birds,reptiles,10,all,,Matching,Token,Category,,T4,none,0
622,doves,birds,reptiles,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
623,doves,birds,reptiles,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
624,doves,birds,reptiles,13,all,,Mismatching,Token,Category,,T6,none,0
625,doves,birds,reptiles,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
626,doves,birds,reptiles,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
627,doves,birds,reptiles,16,all,,Matching,Category,Token,,T5,none,0
628,doves,birds,reptiles,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
629,doves,birds,reptiles,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
630,doves,birds,reptiles,19,some,,Matching,Token,Category,,T1,none,0
631,doves,birds,reptiles,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
632,doves,birds,reptiles,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
633,doves,birds,reptiles,22,some,,Mismatching,Token,Category,,T3,none,0
634,doves,birds,reptiles,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
635,doves,birds,reptiles,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
636,doves,birds,reptiles,25,some,,Matching,Category,Token,,T2,none,0
637,doves,birds,reptiles,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
638,doves,birds,reptiles,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
639,doves,birds,reptiles,28,all,,Matching,Token,Category,,T4,none,0
640,doves,birds,reptiles,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
641,doves,birds,reptiles,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
642,doves,birds,reptiles,31,all,,Mismatching,Token,Category,,T6,none,0
643,doves,birds,reptiles,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
644,doves,birds,reptiles,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
645,doves,birds,reptiles,34,all,,Matching,Category,Token,,T5,none,0
