,Study,SentNumber,Quantifier,Matrix,WhichCategory,Subject,Predicate,SentType,Verb,Embedded,Token,MatchingCategory,MismatchingCategory,Group
0,BN,1,some,,Matching,Token,Category,T1,none,0,alligators,reptiles,mamals,A
1,BN,1,some,,Matching,Token,Category,T1,none,0,cats,mammals,fruit,A
2,BN,1,some,,Matching,Token,Category,T1,none,0,crocodiles,reptiles,mamals,B
3,BN,1,some,,Matching,Token,Category,T1,none,0,horses,mammals,fruit,B
4,BN,1,some,,Matching,Token,Category,T1,none,0,chameleons,reptiles,mamals,C
5,BN,1,some,,Matching,Token,Category,T1,none,0,dogs,mammals,fruit,C
6,BN,1,some,,Matching,Token,Category,T1,none,0,iguanas,reptiles,mamals,D
7,BN,1,some,,Matching,Token,Category,T1,none,0,pigs,mammals,fruit,D
8,BN,1,some,,Matching,Token,Category,T1,none,0,lizards,reptiles,mamals,E
9,BN,1,some,,Matching,Token,Category,T1,none,0,elephants,mammals,fruit,E
10,BN,1,some,,Matching,Token,Category,T1,none,0,geckos,reptiles,mamals,F
11,BN,1,some,,Matching,Token,Category,T1,none,0,sheep,mammals,fruit,F
12,BN,1,some,,Matching,Token,Category,T1,none,0,anchovies,fishes,birds,G
13,BN,1,some,,Matching,Token,Category,T1,none,0,wasps,insects,fishes,G
14,BN,1,some,,Matching,Token,Category,T1,none,0,carp,fishes,birds,H
15,BN,1,some,,Matching,Token,Category,T1,none,0,cockroaches,insects,fishes,H
16,BN,1,some,,Matching,Token,Category,T1,none,0,cod,fishes,birds,I
17,BN,1,some,,Matching,Token,Category,T1,none,0,cicadas,insects,fishes,I
18,BN,1,some,,Matching,Token,Category,T1,none,0,piranhas,fishes,birds,J
19,BN,1,some,,Matching,Token,Category,T1,none,0,ants,insects,fishes,J
20,BN,1,some,,Matching,Token,Category,T1,none,0,mackerels,fishes,birds,K
21,BN,1,some,,Matching,Token,Category,T1,none,0,flies,insects,fishes,K
22,BN,1,some,,Matching,Token,Category,T1,none,0,herring,fishes,birds,L
23,BN,1,some,,Matching,Token,Category,T1,none,0,mosquitos,insects,fishes,L
24,BN,1,some,,Matching,Token,Category,T1,none,0,eagles,birds,reptiles,M
25,BN,1,some,,Matching,Token,Category,T1,none,0,strawberries,fruit,insects,M
26,BN,1,some,,Matching,Token,Category,T1,none,0,canaries,birds,reptiles,N
27,BN,1,some,,Matching,Token,Category,T1,none,0,bananas,fruit,insects,N
28,BN,1,some,,Matching,Token,Category,T1,none,0,crows,birds,reptiles,O
29,BN,1,some,,Matching,Token,Category,T1,none,0,apples,fruit,insects,O
30,BN,1,some,,Matching,Token,Category,T1,none,0,owls,birds,reptiles,P
31,BN,1,some,,Matching,Token,Category,T1,none,0,peaches,fruit,insects,P
32,BN,1,some,,Matching,Token,Category,T1,none,0,sparrows,birds,reptiles,Q
33,BN,1,some,,Matching,Token,Category,T1,none,0,pears,fruit,insects,Q
34,BN,1,some,,Matching,Token,Category,T1,none,0,doves,birds,reptiles,R
35,BN,1,some,,Matching,Token,Category,T1,none,0,plums,fruit,insects,R
36,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,crocodiles,reptiles,mamals,A
37,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,horses,mammals,fruit,A
38,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,chameleons,reptiles,mamals,B
39,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,dogs,mammals,fruit,B
40,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,iguanas,reptiles,mamals,C
41,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,pigs,mammals,fruit,C
42,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,lizards,reptiles,mamals,D
43,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,elephants,mammals,fruit,D
44,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,geckos,reptiles,mamals,E
45,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,sheep,mammals,fruit,E
46,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,anchovies,fishes,birds,F
47,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,wasps,insects,fishes,F
48,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,carp,fishes,birds,G
49,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,cockroaches,insects,fishes,G
50,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,cod,fishes,birds,H
51,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,cicadas,insects,fishes,H
52,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,piranhas,fishes,birds,I
53,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,ants,insects,fishes,I
54,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,mackerels,fishes,birds,J
55,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,flies,insects,fishes,J
56,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,herring,fishes,birds,K
57,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,mosquitos,insects,fishes,K
58,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,eagles,birds,reptiles,L
59,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,strawberries,fruit,insects,L
60,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,canaries,birds,reptiles,M
61,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,bananas,fruit,insects,M
62,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,crows,birds,reptiles,N
63,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,apples,fruit,insects,N
64,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,owls,birds,reptiles,O
65,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,peaches,fruit,insects,O
66,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,sparrows,birds,reptiles,P
67,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,pears,fruit,insects,P
68,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,doves,birds,reptiles,Q
69,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,plums,fruit,insects,Q
70,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,alligators,reptiles,mamals,R
71,BN,2,some,Zoologists know that,Matching,Token,Category,T1,know,1,cats,mammals,fruit,R
72,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,chameleons,reptiles,mamals,A
73,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,dogs,mammals,fruit,A
74,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,iguanas,reptiles,mamals,B
75,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,pigs,mammals,fruit,B
76,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,lizards,reptiles,mamals,C
77,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,elephants,mammals,fruit,C
78,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,geckos,reptiles,mamals,D
79,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,sheep,mammals,fruit,D
80,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,anchovies,fishes,birds,E
81,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,wasps,insects,fishes,E
82,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,carp,fishes,birds,F
83,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,cockroaches,insects,fishes,F
84,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,cod,fishes,birds,G
85,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,cicadas,insects,fishes,G
86,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,piranhas,fishes,birds,H
87,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,ants,insects,fishes,H
88,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,mackerels,fishes,birds,I
89,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,flies,insects,fishes,I
90,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,herring,fishes,birds,J
91,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,mosquitos,insects,fishes,J
92,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,eagles,birds,reptiles,K
93,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,strawberries,fruit,insects,K
94,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,canaries,birds,reptiles,L
95,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,bananas,fruit,insects,L
96,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,crows,birds,reptiles,M
97,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,apples,fruit,insects,M
98,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,owls,birds,reptiles,N
99,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,peaches,fruit,insects,N
100,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,sparrows,birds,reptiles,O
101,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,pears,fruit,insects,O
102,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,doves,birds,reptiles,P
103,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,plums,fruit,insects,P
104,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,alligators,reptiles,mamals,Q
105,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,cats,mammals,fruit,Q
106,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,crocodiles,reptiles,mamals,R
107,BN,3,some,Zoologists say that,Matching,Token,Category,T1,say,1,horses,mammals,fruit,R
108,BN,4,some,,Mismatching,Token,Category,T3,none,0,iguanas,reptiles,mamals,A
109,BN,4,some,,Mismatching,Token,Category,T3,none,0,pigs,mammals,fruit,A
110,BN,4,some,,Mismatching,Token,Category,T3,none,0,lizards,reptiles,mamals,B
111,BN,4,some,,Mismatching,Token,Category,T3,none,0,elephants,mammals,fruit,B
112,BN,4,some,,Mismatching,Token,Category,T3,none,0,geckos,reptiles,mamals,C
113,BN,4,some,,Mismatching,Token,Category,T3,none,0,sheep,mammals,fruit,C
114,BN,4,some,,Mismatching,Token,Category,T3,none,0,anchovies,fishes,birds,D
115,BN,4,some,,Mismatching,Token,Category,T3,none,0,wasps,insects,fishes,D
116,BN,4,some,,Mismatching,Token,Category,T3,none,0,carp,fishes,birds,E
117,BN,4,some,,Mismatching,Token,Category,T3,none,0,cockroaches,insects,fishes,E
118,BN,4,some,,Mismatching,Token,Category,T3,none,0,cod,fishes,birds,F
119,BN,4,some,,Mismatching,Token,Category,T3,none,0,cicadas,insects,fishes,F
120,BN,4,some,,Mismatching,Token,Category,T3,none,0,piranhas,fishes,birds,G
121,BN,4,some,,Mismatching,Token,Category,T3,none,0,ants,insects,fishes,G
122,BN,4,some,,Mismatching,Token,Category,T3,none,0,mackerels,fishes,birds,H
123,BN,4,some,,Mismatching,Token,Category,T3,none,0,flies,insects,fishes,H
124,BN,4,some,,Mismatching,Token,Category,T3,none,0,herring,fishes,birds,I
125,BN,4,some,,Mismatching,Token,Category,T3,none,0,mosquitos,insects,fishes,I
126,BN,4,some,,Mismatching,Token,Category,T3,none,0,eagles,birds,reptiles,J
127,BN,4,some,,Mismatching,Token,Category,T3,none,0,strawberries,fruit,insects,J
128,BN,4,some,,Mismatching,Token,Category,T3,none,0,canaries,birds,reptiles,K
129,BN,4,some,,Mismatching,Token,Category,T3,none,0,bananas,fruit,insects,K
130,BN,4,some,,Mismatching,Token,Category,T3,none,0,crows,birds,reptiles,L
131,BN,4,some,,Mismatching,Token,Category,T3,none,0,apples,fruit,insects,L
132,BN,4,some,,Mismatching,Token,Category,T3,none,0,owls,birds,reptiles,M
133,BN,4,some,,Mismatching,Token,Category,T3,none,0,peaches,fruit,insects,M
134,BN,4,some,,Mismatching,Token,Category,T3,none,0,sparrows,birds,reptiles,N
135,BN,4,some,,Mismatching,Token,Category,T3,none,0,pears,fruit,insects,N
136,BN,4,some,,Mismatching,Token,Category,T3,none,0,doves,birds,reptiles,O
137,BN,4,some,,Mismatching,Token,Category,T3,none,0,plums,fruit,insects,O
138,BN,4,some,,Mismatching,Token,Category,T3,none,0,alligators,reptiles,mamals,P
139,BN,4,some,,Mismatching,Token,Category,T3,none,0,cats,mammals,fruit,P
140,BN,4,some,,Mismatching,Token,Category,T3,none,0,crocodiles,reptiles,mamals,Q
141,BN,4,some,,Mismatching,Token,Category,T3,none,0,horses,mammals,fruit,Q
142,BN,4,some,,Mismatching,Token,Category,T3,none,0,chameleons,reptiles,mamals,R
143,BN,4,some,,Mismatching,Token,Category,T3,none,0,dogs,mammals,fruit,R
144,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,lizards,reptiles,mamals,A
145,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,elephants,mammals,fruit,A
146,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,geckos,reptiles,mamals,B
147,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,sheep,mammals,fruit,B
148,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,anchovies,fishes,birds,C
149,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,wasps,insects,fishes,C
150,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,carp,fishes,birds,D
151,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,cockroaches,insects,fishes,D
152,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,cod,fishes,birds,E
153,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,cicadas,insects,fishes,E
154,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,piranhas,fishes,birds,F
155,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,ants,insects,fishes,F
156,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,mackerels,fishes,birds,G
157,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,flies,insects,fishes,G
158,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,herring,fishes,birds,H
159,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,mosquitos,insects,fishes,H
160,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,eagles,birds,reptiles,I
161,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,strawberries,fruit,insects,I
162,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,canaries,birds,reptiles,J
163,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,bananas,fruit,insects,J
164,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,crows,birds,reptiles,K
165,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,apples,fruit,insects,K
166,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,owls,birds,reptiles,L
167,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,peaches,fruit,insects,L
168,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,sparrows,birds,reptiles,M
169,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,pears,fruit,insects,M
170,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,doves,birds,reptiles,N
171,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,plums,fruit,insects,N
172,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,alligators,reptiles,mamals,O
173,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,cats,mammals,fruit,O
174,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,crocodiles,reptiles,mamals,P
175,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,horses,mammals,fruit,P
176,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,chameleons,reptiles,mamals,Q
177,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,dogs,mammals,fruit,Q
178,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,iguanas,reptiles,mamals,R
179,BN,5,some,Zoologists know that,Mismatching,Token,Category,T3,know,1,pigs,mammals,fruit,R
180,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,geckos,reptiles,mamals,A
181,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,sheep,mammals,fruit,A
182,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,anchovies,fishes,birds,B
183,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,wasps,insects,fishes,B
184,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,carp,fishes,birds,C
185,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,cockroaches,insects,fishes,C
186,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,cod,fishes,birds,D
187,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,cicadas,insects,fishes,D
188,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,piranhas,fishes,birds,E
189,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,ants,insects,fishes,E
190,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,mackerels,fishes,birds,F
191,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,flies,insects,fishes,F
192,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,herring,fishes,birds,G
193,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,mosquitos,insects,fishes,G
194,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,eagles,birds,reptiles,H
195,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,strawberries,fruit,insects,H
196,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,canaries,birds,reptiles,I
197,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,bananas,fruit,insects,I
198,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,crows,birds,reptiles,J
199,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,apples,fruit,insects,J
200,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,owls,birds,reptiles,K
201,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,peaches,fruit,insects,K
202,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,sparrows,birds,reptiles,L
203,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,pears,fruit,insects,L
204,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,doves,birds,reptiles,M
205,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,plums,fruit,insects,M
206,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,alligators,reptiles,mamals,N
207,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,cats,mammals,fruit,N
208,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,crocodiles,reptiles,mamals,O
209,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,horses,mammals,fruit,O
210,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,chameleons,reptiles,mamals,P
211,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,dogs,mammals,fruit,P
212,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,iguanas,reptiles,mamals,Q
213,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,pigs,mammals,fruit,Q
214,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,lizards,reptiles,mamals,R
215,BN,6,some,Zoologists say that,Mismatching,Token,Category,T3,say,1,elephants,mammals,fruit,R
216,BN,7,some,,Matching,Category,Token,T2,none,0,anchovies,fishes,birds,A
217,BN,7,some,,Matching,Category,Token,T2,none,0,wasps,insects,fishes,A
218,BN,7,some,,Matching,Category,Token,T2,none,0,carp,fishes,birds,B
219,BN,7,some,,Matching,Category,Token,T2,none,0,cockroaches,insects,fishes,B
220,BN,7,some,,Matching,Category,Token,T2,none,0,cod,fishes,birds,C
221,BN,7,some,,Matching,Category,Token,T2,none,0,cicadas,insects,fishes,C
222,BN,7,some,,Matching,Category,Token,T2,none,0,piranhas,fishes,birds,D
223,BN,7,some,,Matching,Category,Token,T2,none,0,ants,insects,fishes,D
224,BN,7,some,,Matching,Category,Token,T2,none,0,mackerels,fishes,birds,E
225,BN,7,some,,Matching,Category,Token,T2,none,0,flies,insects,fishes,E
226,BN,7,some,,Matching,Category,Token,T2,none,0,herring,fishes,birds,F
227,BN,7,some,,Matching,Category,Token,T2,none,0,mosquitos,insects,fishes,F
228,BN,7,some,,Matching,Category,Token,T2,none,0,eagles,birds,reptiles,G
229,BN,7,some,,Matching,Category,Token,T2,none,0,strawberries,fruit,insects,G
230,BN,7,some,,Matching,Category,Token,T2,none,0,canaries,birds,reptiles,H
231,BN,7,some,,Matching,Category,Token,T2,none,0,bananas,fruit,insects,H
232,BN,7,some,,Matching,Category,Token,T2,none,0,crows,birds,reptiles,I
233,BN,7,some,,Matching,Category,Token,T2,none,0,apples,fruit,insects,I
234,BN,7,some,,Matching,Category,Token,T2,none,0,owls,birds,reptiles,J
235,BN,7,some,,Matching,Category,Token,T2,none,0,peaches,fruit,insects,J
236,BN,7,some,,Matching,Category,Token,T2,none,0,sparrows,birds,reptiles,K
237,BN,7,some,,Matching,Category,Token,T2,none,0,pears,fruit,insects,K
238,BN,7,some,,Matching,Category,Token,T2,none,0,doves,birds,reptiles,L
239,BN,7,some,,Matching,Category,Token,T2,none,0,plums,fruit,insects,L
240,BN,7,some,,Matching,Category,Token,T2,none,0,alligators,reptiles,mamals,M
241,BN,7,some,,Matching,Category,Token,T2,none,0,cats,mammals,fruit,M
242,BN,7,some,,Matching,Category,Token,T2,none,0,crocodiles,reptiles,mamals,N
243,BN,7,some,,Matching,Category,Token,T2,none,0,horses,mammals,fruit,N
244,BN,7,some,,Matching,Category,Token,T2,none,0,chameleons,reptiles,mamals,O
245,BN,7,some,,Matching,Category,Token,T2,none,0,dogs,mammals,fruit,O
246,BN,7,some,,Matching,Category,Token,T2,none,0,iguanas,reptiles,mamals,P
247,BN,7,some,,Matching,Category,Token,T2,none,0,pigs,mammals,fruit,P
248,BN,7,some,,Matching,Category,Token,T2,none,0,lizards,reptiles,mamals,Q
249,BN,7,some,,Matching,Category,Token,T2,none,0,elephants,mammals,fruit,Q
250,BN,7,some,,Matching,Category,Token,T2,none,0,geckos,reptiles,mamals,R
251,BN,7,some,,Matching,Category,Token,T2,none,0,sheep,mammals,fruit,R
252,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,carp,fishes,birds,A
253,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,cockroaches,insects,fishes,A
254,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,cod,fishes,birds,B
255,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,cicadas,insects,fishes,B
256,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,piranhas,fishes,birds,C
257,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,ants,insects,fishes,C
258,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,mackerels,fishes,birds,D
259,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,flies,insects,fishes,D
260,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,herring,fishes,birds,E
261,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,mosquitos,insects,fishes,E
262,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,eagles,birds,reptiles,F
263,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,strawberries,fruit,insects,F
264,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,canaries,birds,reptiles,G
265,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,bananas,fruit,insects,G
266,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,crows,birds,reptiles,H
267,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,apples,fruit,insects,H
268,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,owls,birds,reptiles,I
269,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,peaches,fruit,insects,I
270,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,sparrows,birds,reptiles,J
271,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,pears,fruit,insects,J
272,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,doves,birds,reptiles,K
273,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,plums,fruit,insects,K
274,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,alligators,reptiles,mamals,L
275,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,cats,mammals,fruit,L
276,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,crocodiles,reptiles,mamals,M
277,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,horses,mammals,fruit,M
278,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,chameleons,reptiles,mamals,N
279,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,dogs,mammals,fruit,N
280,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,iguanas,reptiles,mamals,O
281,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,pigs,mammals,fruit,O
282,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,lizards,reptiles,mamals,P
283,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,elephants,mammals,fruit,P
284,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,geckos,reptiles,mamals,Q
285,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,sheep,mammals,fruit,Q
286,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,anchovies,fishes,birds,R
287,BN,8,some,Zoologists know that,Matching,Category,Token,T2,know,1,wasps,insects,fishes,R
288,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,cod,fishes,birds,A
289,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,cicadas,insects,fishes,A
290,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,piranhas,fishes,birds,B
291,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,ants,insects,fishes,B
292,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,mackerels,fishes,birds,C
293,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,flies,insects,fishes,C
294,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,herring,fishes,birds,D
295,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,mosquitos,insects,fishes,D
296,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,eagles,birds,reptiles,E
297,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,strawberries,fruit,insects,E
298,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,canaries,birds,reptiles,F
299,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,bananas,fruit,insects,F
300,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,crows,birds,reptiles,G
301,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,apples,fruit,insects,G
302,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,owls,birds,reptiles,H
